ex_ID,ex_Date,ex_Type,ex_DurationMin,ex_TotalMarks,ex_PassGrade,cou_ID
3706,4/30/1999,Written,40,100,60,145
3707,12/18/2008,Multi Choice,120,120,72,324
3708,1/4/2002,Project Based,30,100,60,167
3709,10/6/2004,Written,60,10,6,144
3710,4/25/2020,Written,40,30,18,332
3711,10/14/1995,Written,30,10,6,116
3712,10/29/2001,Project Based,120,50,30,86
3713,11/18/1998,Written,60,100,60,105
3714,10/17/2014,Written,60,50,30,196
3715,3/22/2006,Written,120,10,6,310
3716,11/25/2023,Written,40,100,60,176
3717,10/19/2005,Multi Choice,20,100,60,4
3718,2/18/2003,Multi Choice,20,50,30,76
3719,1/28/2017,Project Based,120,30,18,345
3720,2/9/2007,Project Based,180,50,30,334
3721,4/11/2014,Multi Choice,60,100,60,324
3722,2/12/2018,Multi Choice,120,30,18,247
3723,6/13/2006,Multi Choice,90,10,6,94
3724,12/19/2004,Multi Choice,120,50,30,339
3725,5/29/2001,Written,20,50,30,32
3726,1/7/2012,Written,30,10,6,275
3727,10/31/2003,Written,90,30,18,26
3728,3/25/1996,Project Based,20,30,18,113
3729,12/20/2016,Multi Choice,30,120,72,18
3730,10/22/2005,Project Based,30,50,30,16
3731,2/27/2010,Written,180,120,72,306
3732,3/11/2021,Written,60,120,72,303
3733,12/12/2023,Multi Choice,180,30,18,290
3734,4/19/2020,Written,30,120,72,4
3735,1/9/1999,Project Based,60,30,18,268
3736,4/9/2006,Project Based,20,120,72,112
3737,1/16/2010,Multi Choice,120,10,6,339
3738,11/19/2011,Multi Choice,20,120,72,70
3739,1/14/2013,Written,40,50,30,117
3740,12/25/1997,Multi Choice,120,10,6,234
3741,2/13/2025,Written,120,100,60,95
3742,11/2/2006,Multi Choice,30,30,18,10
3743,11/16/2002,Project Based,60,120,72,206
3744,1/17/2012,Project Based,20,10,6,331
3745,12/25/2005,Written,180,30,18,48
3746,12/21/1995,Multi Choice,180,10,6,162
3747,10/26/2013,Written,120,50,30,290
3748,2/7/2026,Project Based,90,30,18,323
3749,6/29/2008,Project Based,30,120,72,63
3750,10/8/2004,Multi Choice,40,120,72,28
3751,3/27/2006,Project Based,30,120,72,328
3752,6/15/2017,Written,40,120,72,216
3753,12/19/2007,Written,90,50,30,198
3754,6/11/2013,Project Based,40,120,72,35
3755,3/8/2002,Written,180,10,6,142
3756,1/10/2026,Multi Choice,90,10,6,262
3757,5/15/2002,Multi Choice,60,50,30,127
3758,5/4/1998,Multi Choice,120,120,72,151
3759,11/9/2011,Written,60,120,72,320
3760,1/16/2001,Project Based,30,120,72,211
3761,6/23/2000,Written,20,50,30,270
3762,4/6/1996,Multi Choice,60,100,60,181
3763,2/27/2023,Multi Choice,60,50,30,283
3764,12/9/1995,Written,30,100,60,59
3765,12/3/1999,Multi Choice,40,30,18,88
3766,4/19/2006,Multi Choice,180,100,60,172
3767,5/3/2026,Written,60,100,60,125
3768,1/28/2017,Written,60,50,30,45
3769,11/9/1997,Multi Choice,20,10,6,78
3770,3/14/2015,Project Based,30,10,6,223
3771,4/1/2000,Written,30,50,30,53
3772,1/12/2000,Project Based,120,50,30,270
3773,12/11/2004,Project Based,90,50,30,56
3774,3/10/1997,Written,180,50,30,237
3775,11/4/2015,Multi Choice,90,30,18,55
3776,12/1/2008,Multi Choice,180,10,6,270
3777,6/21/2002,Project Based,40,30,18,96
3778,4/16/2000,Project Based,120,120,72,126
3779,1/24/2015,Written,30,30,18,181
3780,3/16/1998,Multi Choice,90,100,60,67
3781,10/5/1995,Multi Choice,180,10,6,94
3782,6/12/2000,Project Based,120,100,60,268
3783,10/21/2006,Multi Choice,120,100,60,118
3784,4/3/1999,Written,60,100,60,150
3785,1/5/2000,Project Based,60,120,72,178
3786,3/30/2025,Project Based,60,30,18,297
3787,12/4/2002,Project Based,120,100,60,148
3788,2/26/2018,Project Based,90,50,30,198
3789,5/20/2004,Multi Choice,60,10,6,164
3790,12/11/2007,Multi Choice,40,120,72,215
3791,3/15/2023,Multi Choice,120,10,6,8
3792,10/10/2020,Multi Choice,120,10,6,123
3793,3/5/2022,Multi Choice,180,50,30,205
3794,11/15/2020,Multi Choice,20,30,18,295
3795,5/14/2005,Written,60,120,72,239
3796,3/2/2021,Written,40,10,6,273
3797,4/21/2006,Multi Choice,30,100,60,265
3798,3/26/2010,Multi Choice,180,120,72,107
3799,4/7/1997,Multi Choice,180,100,60,19
3800,1/1/2010,Multi Choice,90,10,6,347
3801,11/16/2018,Written,180,30,18,78
3802,12/4/1996,Project Based,90,120,72,305
3803,5/22/2016,Project Based,180,30,18,307
3804,5/14/2017,Multi Choice,20,30,18,298
3805,3/24/1998,Multi Choice,30,120,72,339
3806,10/5/2000,Written,40,50,30,292
3807,2/25/1998,Project Based,120,30,18,114
3808,4/12/2004,Written,30,50,30,274
3809,4/5/1998,Written,120,120,72,161
3810,6/1/1998,Project Based,60,120,72,179
3811,1/19/2007,Written,120,100,60,106
3812,6/15/1999,Project Based,90,10,6,197
3813,10/19/2015,Written,30,120,72,327
3814,2/8/2004,Written,30,30,18,65
3815,5/2/2023,Project Based,180,100,60,261
3816,1/18/1997,Multi Choice,30,100,60,79
3817,5/24/1998,Written,30,30,18,312
3818,2/24/2005,Multi Choice,30,30,18,210
3819,2/19/2013,Multi Choice,180,100,60,132
3820,11/13/2001,Multi Choice,120,50,30,184
3821,5/5/2009,Project Based,40,100,60,326
3822,4/21/2016,Project Based,90,10,6,151
3823,5/3/2024,Multi Choice,120,30,18,206
3824,5/26/2023,Project Based,120,100,60,232
3825,11/19/2001,Written,90,120,72,301
3826,2/22/1996,Project Based,30,10,6,254
3827,5/22/1996,Written,40,100,60,13
3828,11/6/2001,Project Based,180,10,6,100
3829,11/21/1998,Project Based,30,100,60,111
3830,12/12/2022,Multi Choice,40,100,60,341
3831,12/22/2000,Written,180,30,18,119
3832,12/29/2015,Project Based,30,100,60,70
3833,10/17/2015,Written,60,120,72,287
3834,5/24/2014,Written,30,10,6,42
3835,4/24/2006,Multi Choice,40,30,18,227
3836,3/14/1998,Written,180,50,30,165
3837,2/14/2019,Multi Choice,30,30,18,117
3838,6/16/1996,Multi Choice,120,100,60,158
3839,12/7/2006,Multi Choice,20,10,6,2
3840,5/25/2000,Written,60,100,60,222
3841,5/16/2012,Multi Choice,40,10,6,144
3842,11/12/2005,Written,30,100,60,327
3843,5/29/2005,Written,60,120,72,63
3844,4/6/2010,Multi Choice,90,100,60,199
3845,4/8/2003,Multi Choice,120,10,6,340
3846,1/15/2010,Multi Choice,20,100,60,131
3847,12/28/1997,Multi Choice,120,120,72,317
3848,5/19/2012,Written,60,120,72,20
3849,1/25/2013,Written,120,50,30,46
3850,5/9/2005,Project Based,180,120,72,316
3851,3/23/2025,Project Based,180,100,60,315
3852,2/13/1997,Multi Choice,120,50,30,189
3853,10/29/1996,Multi Choice,120,50,30,168
3854,12/30/1998,Project Based,40,10,6,212
3855,6/25/2000,Multi Choice,120,10,6,217
3856,1/1/2025,Multi Choice,20,100,60,77
3857,6/14/2017,Multi Choice,90,10,6,95
3858,11/28/2002,Project Based,60,30,18,140
3859,1/3/1996,Project Based,60,50,30,137
3860,1/16/1997,Written,20,30,18,278
3861,1/3/1999,Project Based,120,100,60,128
3862,6/15/2000,Project Based,40,10,6,22
3863,1/4/2003,Written,180,30,18,120
3864,11/1/2009,Project Based,120,30,18,212
3865,1/18/2017,Multi Choice,40,120,72,228
3866,6/1/2002,Written,60,50,30,145
3867,5/29/2017,Written,60,120,72,145
3868,12/2/2003,Project Based,20,100,60,126
3869,1/23/2022,Project Based,180,50,30,338
3870,11/8/2017,Written,90,30,18,83
3871,6/13/2005,Written,20,100,60,152
3872,10/16/1998,Written,40,10,6,160
3873,2/2/2013,Multi Choice,180,30,18,298
3874,5/11/2014,Project Based,60,30,18,154
3875,5/2/2010,Project Based,30,30,18,24
3876,1/27/2008,Project Based,30,120,72,88
3877,1/12/2003,Project Based,40,120,72,249
3878,11/19/2015,Multi Choice,20,120,72,47
3879,1/3/1999,Project Based,20,100,60,262
3880,1/31/2020,Project Based,180,120,72,327
3881,5/6/2021,Written,120,30,18,70
3882,6/7/2013,Written,40,100,60,233
3883,3/24/2017,Written,40,30,18,202
3884,12/12/2004,Written,40,50,30,314
3885,6/2/2021,Project Based,90,10,6,222
3886,1/12/2021,Project Based,20,10,6,71
3887,10/9/2012,Project Based,40,120,72,253
3888,1/31/2006,Multi Choice,40,10,6,246
3889,6/30/2008,Multi Choice,90,120,72,297
3890,12/11/1996,Multi Choice,20,120,72,302
3891,5/5/1998,Project Based,60,30,18,190
3892,6/20/2025,Project Based,40,10,6,21
3893,11/18/2017,Multi Choice,90,50,30,300
3894,6/16/2000,Project Based,30,120,72,102
3895,4/22/2002,Multi Choice,120,100,60,38
3896,11/25/2014,Project Based,120,50,30,269
3897,1/26/1998,Project Based,90,30,18,250
3898,4/1/2007,Multi Choice,40,30,18,8
3899,11/19/2001,Multi Choice,30,50,30,18
3900,4/15/2007,Multi Choice,180,120,72,306
3901,10/8/2002,Project Based,120,50,30,115
3902,2/22/2019,Multi Choice,90,10,6,149
3903,2/10/2003,Project Based,180,100,60,148
3904,1/3/2019,Written,180,50,30,181
3905,4/6/2026,Multi Choice,120,100,60,81
3906,10/27/2003,Multi Choice,120,100,60,146
3907,3/23/2002,Project Based,60,30,18,328
3908,11/24/2017,Project Based,40,100,60,54
3909,2/5/2009,Written,60,50,30,125
3910,5/26/2009,Project Based,180,100,60,24
3911,1/12/1996,Written,120,30,18,343
3912,10/14/1997,Multi Choice,90,50,30,293
3913,5/17/2023,Multi Choice,90,30,18,149
3914,12/15/2009,Project Based,60,10,6,140
3915,3/10/2010,Project Based,60,120,72,276
3916,2/25/1999,Written,20,10,6,153
3917,10/9/1995,Multi Choice,90,100,60,211
3918,5/13/2018,Multi Choice,40,120,72,40
3919,11/2/2009,Multi Choice,120,10,6,259
3920,12/28/1997,Written,120,30,18,80
3921,5/24/2012,Project Based,30,120,72,39
3922,3/8/2003,Project Based,30,100,60,204
3923,5/23/2025,Multi Choice,120,120,72,229
3924,4/27/1998,Multi Choice,180,30,18,206
3925,10/16/1996,Project Based,20,30,18,138
3926,11/18/2006,Project Based,40,50,30,130
3927,5/24/1999,Project Based,90,50,30,123
3928,4/3/2009,Written,30,100,60,197
3929,12/3/1997,Written,30,30,18,128
3930,3/28/2007,Written,60,100,60,106
3931,3/19/2010,Multi Choice,90,50,30,31
3932,12/12/2004,Written,20,120,72,249
3933,12/15/2010,Multi Choice,120,10,6,225
3934,2/2/2013,Written,30,120,72,73
3935,2/26/2010,Multi Choice,90,30,18,181
3936,5/15/1997,Project Based,20,50,30,325
3937,1/27/2004,Multi Choice,180,50,30,10
3938,10/9/2007,Project Based,60,100,60,69
3939,6/26/1998,Multi Choice,30,100,60,94
3940,10/15/1999,Written,40,100,60,192
3941,11/14/2019,Written,120,10,6,262
3942,10/15/2008,Written,60,100,60,331
3943,11/24/2013,Project Based,60,30,18,336
3944,5/2/2001,Multi Choice,180,10,6,332
3945,11/19/1998,Written,180,120,72,222
3946,12/26/1997,Written,60,30,18,318
3947,12/26/2000,Project Based,180,10,6,104
3948,12/27/2017,Project Based,120,10,6,56
3949,10/24/1997,Written,90,50,30,327
3950,4/7/2008,Multi Choice,20,30,18,102
3951,5/14/2015,Project Based,30,50,30,330
3952,3/31/2015,Written,30,50,30,97
3953,4/16/2000,Multi Choice,40,50,30,24
3954,3/17/2006,Project Based,90,10,6,121
3955,1/14/2003,Project Based,60,100,60,48
3956,12/1/2009,Written,40,10,6,28
3957,5/31/2020,Project Based,180,120,72,94
3958,6/26/2016,Multi Choice,40,100,60,26
3959,11/3/2024,Project Based,90,30,18,102
3960,4/13/2005,Multi Choice,20,10,6,193
3961,4/12/2011,Project Based,120,10,6,37
3962,12/30/2015,Project Based,20,120,72,268
3963,10/16/2005,Project Based,90,50,30,261
3964,2/11/2003,Multi Choice,30,100,60,285
3965,12/6/2004,Multi Choice,120,30,18,274
3966,5/23/2001,Multi Choice,180,100,60,269
3967,12/10/2009,Written,180,120,72,36
3968,5/11/2000,Multi Choice,20,10,6,102
3969,3/13/2004,Project Based,180,30,18,298
3970,11/27/2018,Multi Choice,20,100,60,81
3971,4/11/2002,Multi Choice,30,30,18,201
3972,4/9/1998,Project Based,60,30,18,275
3973,11/8/2024,Project Based,40,100,60,331
3974,2/28/1997,Project Based,180,30,18,189
3975,10/3/2015,Project Based,20,100,60,264
3976,5/10/2004,Written,90,10,6,198
3977,3/16/2019,Project Based,40,10,6,276
3978,12/22/1997,Written,60,100,60,258
3979,5/29/1996,Multi Choice,40,50,30,23
3980,10/31/1999,Project Based,30,120,72,55
3981,2/2/2018,Multi Choice,180,100,60,258
3982,4/11/1997,Written,90,100,60,11
3983,10/12/2000,Multi Choice,90,10,6,78
3984,2/17/2015,Project Based,180,120,72,176
3985,1/26/2004,Written,40,100,60,71
3986,5/16/2025,Project Based,120,120,72,222
3987,4/26/1998,Multi Choice,180,100,60,228
3988,10/7/2002,Written,60,10,6,66
3989,4/7/2014,Written,30,30,18,177
3990,1/8/2007,Written,20,120,72,16
3991,4/16/2016,Multi Choice,120,120,72,37
3992,4/18/2015,Written,40,100,60,103
3993,11/5/2010,Written,30,100,60,251
3994,12/27/2019,Project Based,60,10,6,91
3995,10/16/2007,Project Based,180,10,6,305
3996,11/19/2005,Written,30,30,18,68
3997,12/27/2019,Project Based,20,30,18,31
3998,10/31/1996,Project Based,180,100,60,34
3999,11/28/2007,Multi Choice,40,120,72,203
4000,6/16/2007,Multi Choice,40,50,30,135
4001,11/19/2024,Written,90,100,60,340
4002,1/22/2003,Multi Choice,20,50,30,16
4003,1/10/2002,Written,30,50,30,177
4004,6/30/2023,Multi Choice,30,100,60,300
4005,1/12/2012,Multi Choice,40,10,6,111
4006,5/10/2002,Multi Choice,90,50,30,346
4007,1/23/1998,Written,20,50,30,343
4008,3/30/2007,Project Based,120,120,72,278
4009,3/9/2011,Multi Choice,60,50,30,183
4010,1/24/2024,Multi Choice,180,30,18,106
4011,11/8/2000,Written,30,120,72,257
4012,3/29/2000,Project Based,90,30,18,289
4013,2/17/1997,Project Based,60,120,72,341
4014,5/25/1997,Written,30,120,72,89
4015,3/11/1996,Project Based,120,10,6,334
4016,3/4/2014,Project Based,60,30,18,248
4017,1/20/2013,Multi Choice,30,100,60,330
4018,11/20/2015,Multi Choice,90,120,72,94
4019,10/12/2006,Multi Choice,120,30,18,176
4020,2/12/2021,Multi Choice,30,10,6,137
4021,2/2/2005,Project Based,40,10,6,186
4022,11/23/1996,Project Based,180,120,72,38
4023,11/11/1997,Multi Choice,40,30,18,131
4024,11/25/2024,Written,40,30,18,20
4025,5/18/2014,Written,20,50,30,82
4026,11/2/2023,Project Based,180,30,18,49
4027,2/9/2016,Multi Choice,40,10,6,87
4028,10/8/2007,Project Based,20,100,60,197
4029,1/25/2004,Multi Choice,180,30,18,347
4030,1/21/2011,Project Based,30,50,30,183
4031,4/19/2016,Written,30,10,6,67
4032,11/5/1996,Multi Choice,120,120,72,290
4033,4/5/2007,Project Based,180,120,72,47
4034,1/27/1998,Multi Choice,40,10,6,277
4035,2/26/2003,Project Based,90,10,6,259
4036,5/13/2003,Project Based,60,30,18,213
4037,10/11/2000,Written,20,10,6,133
4038,5/31/2023,Multi Choice,180,30,18,184
4039,1/31/2007,Project Based,180,120,72,74
4040,1/1/1996,Multi Choice,90,100,60,286
4041,11/1/1998,Written,60,50,30,84
4042,4/18/2012,Multi Choice,180,100,60,147
4043,1/2/2005,Multi Choice,120,120,72,317
4044,1/6/1997,Written,40,120,72,223
4045,5/28/2001,Multi Choice,20,10,6,251
4046,6/14/2000,Multi Choice,20,30,18,87
4047,12/25/1998,Project Based,30,50,30,149
4048,2/23/2025,Written,180,50,30,107
4049,11/7/2010,Multi Choice,20,30,18,198
4050,12/6/2011,Written,120,120,72,343
4051,6/3/2016,Multi Choice,180,100,60,211
4052,10/21/2019,Multi Choice,180,50,30,279
4053,10/17/2002,Multi Choice,20,30,18,261
4054,3/10/1996,Written,40,30,18,129
4055,3/8/2011,Project Based,180,120,72,164
4056,6/12/1997,Multi Choice,180,30,18,98
4057,2/4/1996,Written,180,30,18,41
4058,12/19/2000,Multi Choice,40,10,6,118
4059,2/11/2010,Project Based,90,30,18,68
4060,6/12/2007,Multi Choice,120,120,72,11
4061,4/6/2011,Multi Choice,60,120,72,89
4062,1/31/2010,Project Based,40,10,6,75
4063,5/26/2012,Project Based,180,100,60,297
4064,4/7/2011,Multi Choice,40,10,6,155
4065,10/4/1996,Written,20,120,72,57
4066,5/12/2013,Multi Choice,90,10,6,239
4067,5/17/2004,Project Based,90,100,60,326
4068,2/11/2019,Multi Choice,120,50,30,46
4069,2/6/2014,Project Based,40,50,30,89
4070,1/23/2020,Multi Choice,60,30,18,245
4071,10/6/2003,Multi Choice,60,30,18,322
4072,12/12/2022,Written,120,50,30,29
4073,3/25/2010,Multi Choice,180,50,30,194
4074,2/4/2003,Written,60,10,6,23
4075,4/18/2019,Multi Choice,180,100,60,139
4076,2/2/1996,Multi Choice,30,10,6,61
4077,2/24/2004,Written,30,120,72,56
4078,2/16/2026,Multi Choice,120,10,6,180
4079,10/19/2002,Multi Choice,30,50,30,163
4080,3/24/2019,Written,90,50,30,224
4081,11/3/2006,Project Based,120,120,72,43
4082,11/19/2010,Multi Choice,40,120,72,178
4083,5/16/2003,Project Based,30,30,18,163
4084,5/22/1998,Project Based,20,120,72,145
4085,6/3/2007,Written,20,50,30,90
4086,2/4/2011,Project Based,120,30,18,168
4087,12/30/2009,Project Based,120,10,6,224
4088,10/30/2016,Written,180,100,60,147
4089,10/21/2014,Written,20,30,18,285
4090,2/13/1997,Multi Choice,180,120,72,81
4091,2/23/1996,Project Based,30,10,6,310
4092,5/1/2005,Written,180,50,30,280
4093,5/1/2002,Multi Choice,40,10,6,280
4094,1/13/2012,Project Based,90,50,30,123
4095,11/13/2011,Project Based,90,100,60,238
4096,5/6/2015,Project Based,60,50,30,230
4097,6/3/2006,Multi Choice,120,50,30,318
4098,6/21/2005,Project Based,90,50,30,307
4099,5/28/2003,Multi Choice,20,100,60,258
4100,11/6/2010,Multi Choice,20,30,18,253
4101,12/24/2010,Project Based,120,100,60,79
4102,4/25/2004,Project Based,20,100,60,8
4103,4/12/1998,Multi Choice,120,50,30,328
4104,1/5/2004,Written,90,50,30,55
4105,10/8/2009,Written,20,120,72,36
4106,5/16/2005,Multi Choice,60,50,30,63
4107,3/13/2015,Multi Choice,180,120,72,278
4108,10/20/2002,Project Based,180,50,30,326
4109,10/21/1999,Written,30,100,60,214
4110,3/10/2017,Multi Choice,180,30,18,191
4111,3/13/2007,Written,40,30,18,29
4112,1/17/2007,Multi Choice,20,30,18,147
4113,3/6/2014,Written,120,10,6,242
4114,10/13/2006,Written,40,30,18,258
4115,6/6/2013,Multi Choice,180,100,60,328
4116,4/26/2001,Written,90,30,18,281
4117,6/26/1997,Multi Choice,20,100,60,349
4118,6/7/2015,Multi Choice,90,50,30,345
4119,11/27/1996,Written,60,120,72,205
4120,2/21/1996,Written,180,100,60,338
4121,2/21/1996,Project Based,40,50,30,169
4122,10/11/1999,Multi Choice,90,30,18,27
4123,2/2/1996,Written,20,10,6,80
4124,4/4/1997,Multi Choice,90,10,6,42
4125,11/18/2013,Written,60,30,18,34
4126,10/5/1998,Project Based,180,30,18,120
4127,12/25/2021,Project Based,180,30,18,157
4128,6/20/2008,Multi Choice,40,30,18,58
4129,12/11/1997,Project Based,20,30,18,244
4130,2/2/1997,Written,120,30,18,67
4131,2/11/1998,Written,90,10,6,254
4132,12/24/1995,Project Based,40,100,60,129
4133,6/11/2001,Written,30,100,60,28
4134,6/7/2013,Project Based,120,30,18,4
4135,3/20/2008,Written,90,10,6,338
4136,3/31/2020,Written,30,100,60,323
4137,1/26/2002,Project Based,60,10,6,133
4138,10/14/2006,Multi Choice,20,100,60,11
4139,3/6/1997,Multi Choice,40,30,18,83
4140,5/7/2010,Multi Choice,20,30,18,47
4141,5/24/1996,Written,180,50,30,337
4142,11/8/1996,Project Based,60,120,72,341
4143,6/13/2005,Project Based,30,50,30,346
4144,6/14/2016,Project Based,90,100,60,93
4145,4/15/2006,Project Based,90,30,18,86
4146,10/23/2017,Written,20,30,18,266
4147,3/29/2002,Multi Choice,20,30,18,252
4148,12/21/2022,Written,40,120,72,44
4149,12/24/2008,Multi Choice,30,120,72,2
4150,4/10/2002,Multi Choice,20,100,60,248
4151,12/21/2020,Written,180,100,60,332
4152,5/4/2002,Written,60,100,60,219
4153,10/6/2002,Project Based,120,30,18,60
4154,11/18/2018,Project Based,20,10,6,64
4155,3/27/2004,Multi Choice,20,10,6,73
4156,2/11/2000,Multi Choice,20,30,18,95
4157,2/6/2010,Multi Choice,40,10,6,62
4158,4/7/2011,Project Based,60,100,60,92
4159,6/6/2007,Multi Choice,120,50,30,346
4160,5/4/2007,Multi Choice,120,100,60,41
4161,4/10/2012,Project Based,40,120,72,275
4162,2/8/2020,Multi Choice,30,100,60,230
4163,3/12/2002,Multi Choice,60,100,60,1
4164,11/3/2001,Project Based,90,30,18,150
4165,5/27/2002,Multi Choice,180,30,18,65
4166,6/23/2021,Multi Choice,60,50,30,57
4167,2/14/2010,Project Based,40,50,30,223
4168,11/14/2017,Multi Choice,40,10,6,232
4169,5/20/2008,Project Based,120,50,30,167
4170,6/9/2016,Written,40,10,6,273
4171,6/3/2012,Written,120,10,6,209
4172,2/25/1998,Project Based,20,100,60,332
4173,5/13/1999,Project Based,20,100,60,129
4174,10/15/2007,Written,90,10,6,278
4175,11/5/2002,Project Based,30,10,6,336
4176,10/24/2022,Project Based,40,100,60,198
4177,3/18/2016,Written,40,30,18,18
4178,2/23/2002,Written,90,10,6,262
4179,3/9/1998,Project Based,20,30,18,244
4180,1/27/1997,Written,60,120,72,16
4181,1/2/2004,Written,90,30,18,109
4182,1/13/2010,Written,60,10,6,345
4183,3/14/1996,Written,60,30,18,135
4184,6/25/2026,Multi Choice,20,120,72,236
4185,6/7/2012,Multi Choice,40,120,72,129
4186,6/18/2016,Project Based,120,100,60,107
4187,6/21/2005,Multi Choice,120,50,30,72
4188,4/13/2019,Written,40,10,6,43
4189,3/13/2008,Written,30,50,30,329
4190,10/14/1997,Written,90,30,18,177
4191,3/4/2003,Project Based,120,30,18,99
4192,2/26/2003,Project Based,90,10,6,46
4193,12/9/1998,Project Based,120,30,18,156
4194,3/18/2016,Multi Choice,30,10,6,116
4195,5/21/2001,Project Based,90,30,18,220
4196,4/1/2011,Multi Choice,20,10,6,148
4197,3/16/2000,Multi Choice,120,30,18,323
4198,11/19/2001,Written,90,100,60,51
4199,4/21/2022,Project Based,90,30,18,292
4200,2/13/2025,Written,180,50,30,306
4201,10/17/2015,Project Based,30,30,18,54
4202,6/3/1998,Written,20,50,30,303
4203,12/11/2000,Multi Choice,40,120,72,112
4204,10/25/2006,Project Based,60,30,18,169
4205,3/18/2001,Written,60,100,60,25
4206,11/21/2016,Project Based,60,10,6,301
4207,4/22/2011,Project Based,90,100,60,283
4208,10/23/2025,Multi Choice,180,100,60,332
4209,6/15/2004,Written,40,100,60,169
4210,1/19/2013,Project Based,120,10,6,20
4211,12/7/2006,Written,40,100,60,194
4212,5/17/1996,Project Based,40,10,6,350
4213,1/23/2002,Multi Choice,90,50,30,247
4214,1/20/2002,Project Based,20,120,72,279
4215,1/29/2018,Written,120,10,6,179
4216,4/6/2009,Written,30,120,72,85
4217,12/28/2003,Multi Choice,60,100,60,26
4218,4/15/2005,Written,180,30,18,171
4219,3/26/2015,Multi Choice,40,100,60,71
4220,5/18/2012,Written,30,10,6,337
4221,1/8/2002,Written,120,50,30,299
4222,4/7/2001,Project Based,60,100,60,281
4223,3/7/2015,Written,40,10,6,256
4224,2/19/2015,Multi Choice,20,10,6,2
4225,12/8/1998,Multi Choice,20,100,60,222
4226,6/26/1998,Project Based,120,100,60,93
4227,3/22/2021,Project Based,40,10,6,113
4228,11/17/2000,Project Based,60,100,60,76
4229,12/14/1999,Project Based,180,30,18,272
4230,3/12/2020,Project Based,90,120,72,224
4231,5/20/1997,Project Based,20,100,60,48
4232,10/19/2021,Written,90,100,60,325
4233,11/3/2005,Written,60,50,30,99
4234,12/18/1996,Project Based,60,30,18,336
4235,12/31/2000,Written,40,100,60,109
4236,2/20/2015,Written,120,50,30,323
4237,11/7/1999,Written,40,10,6,131
4238,12/10/2001,Project Based,40,10,6,113
4239,1/22/2022,Multi Choice,60,50,30,206
4240,1/10/2019,Project Based,20,120,72,149
4241,11/26/2004,Multi Choice,120,100,60,298
4242,4/11/2022,Written,30,10,6,67
4243,4/27/2007,Project Based,20,100,60,47
4244,1/15/2007,Project Based,90,30,18,282
4245,11/10/2001,Project Based,60,100,60,111
4246,1/17/2012,Multi Choice,120,30,18,239
4247,6/3/1997,Multi Choice,120,100,60,230
4248,12/9/2023,Written,180,50,30,105
4249,1/26/2024,Project Based,180,100,60,214
4250,1/26/2002,Project Based,180,30,18,185
4251,2/22/2012,Multi Choice,90,50,30,323
4252,2/27/2011,Multi Choice,30,30,18,181
4253,4/27/2020,Project Based,30,100,60,32
4254,5/24/2021,Written,20,10,6,110
4255,2/20/2012,Written,20,10,6,14
4256,3/17/2006,Written,20,10,6,55
4257,3/1/2007,Project Based,90,30,18,232
4258,10/19/2007,Written,40,120,72,230
4259,12/27/2006,Project Based,20,50,30,233
4260,2/6/1997,Project Based,90,30,18,89
4261,6/17/2022,Project Based,30,50,30,276
4262,11/27/1997,Project Based,90,120,72,94
4263,6/20/2008,Multi Choice,180,120,72,270
4264,3/18/2010,Multi Choice,40,100,60,311
4265,12/2/2002,Written,60,10,6,216
4266,4/7/1999,Multi Choice,20,100,60,109
4267,6/21/2020,Project Based,60,120,72,147
4268,4/20/2003,Multi Choice,30,50,30,96
4269,4/23/2014,Multi Choice,180,100,60,114
4270,12/29/2002,Project Based,90,30,18,21
4271,2/25/2021,Written,40,100,60,36
4272,2/6/2020,Multi Choice,20,10,6,157
4273,4/10/2021,Multi Choice,40,100,60,131
4274,5/16/2006,Multi Choice,90,120,72,130
4275,4/16/2012,Project Based,90,120,72,58
4276,1/11/1998,Project Based,90,100,60,19
4277,5/21/2006,Project Based,120,100,60,168
4278,6/23/2016,Written,40,50,30,70
4279,10/19/2001,Project Based,40,120,72,272
4280,3/18/2014,Written,180,100,60,338
4281,2/17/2021,Project Based,20,100,60,166
4282,6/11/2006,Project Based,60,100,60,41
4283,12/18/2004,Project Based,120,10,6,220
4284,3/2/2021,Multi Choice,40,120,72,52
4285,6/11/2011,Written,90,100,60,43
4286,10/9/1995,Multi Choice,180,10,6,338
4287,11/6/2023,Multi Choice,90,50,30,175
4288,5/22/2001,Project Based,60,120,72,45
4289,11/13/1996,Project Based,20,30,18,63
4290,11/28/2013,Multi Choice,40,120,72,110
4291,10/30/1997,Multi Choice,90,50,30,318
4292,5/28/2000,Multi Choice,20,30,18,140
4293,6/17/2015,Written,90,30,18,54
4294,10/22/2008,Project Based,180,30,18,310
4295,12/6/2001,Written,30,30,18,284
4296,10/17/1997,Multi Choice,40,100,60,149
4297,4/26/2004,Written,40,30,18,62
4298,6/13/2002,Written,180,10,6,112
4299,11/29/2020,Written,40,10,6,16
4300,2/27/2002,Project Based,180,30,18,226
4301,10/24/2011,Multi Choice,120,50,30,35
4302,2/1/2025,Multi Choice,120,10,6,236
4303,2/14/1998,Project Based,120,120,72,218
4304,6/6/2009,Multi Choice,180,10,6,12
4305,2/17/1999,Multi Choice,60,120,72,310
4306,3/24/2009,Multi Choice,60,50,30,93
4307,2/20/2008,Project Based,20,10,6,227
4308,10/28/2002,Written,30,30,18,133
