gp_ID,gp_Name,gp_Score
4646,Smart Invigilation System,97.33
4647,Online Examination System,56.27
4648,Cloud-Based Test Management,58.66
4649,Online Examination System,63.41
4650,Restaurant Ordering System,58.28
4651,Online Examination System,51.14
4652,Tourism Recommendation System,51.43
4653,IoT Smart Home Controller,85.41
4654,Exam Scheduling and Proctoring System,61.68
4655,AI-based Exam Evaluator,83.5
4656,Tourism Recommendation System,51.27
4657,Smart Parking System,82.34
4658,E-Commerce Dashboard,84.42
4659,Customer Feedback Analyzer,50.57
4660,Healthcare Data Warehouse,75.41
4661,Cloud-Based Test Management,56.56
4662,Real Estate Analytics Dashboard,86.53
4663,Healthcare Data Warehouse,62.46
4664,Bank Loan Prediction System,70.45
4665,Human Resource Management,79.18
4666,Tourism Recommendation System,74.43
4667,Bank Loan Prediction System,99.35
4668,Logistics Optimization Platform,54.28
4669,Exam Scheduling and Proctoring System,65.68
4670,Exam Scheduling and Proctoring System,90.11
4671,Online Examination System,67.72
4672,Online Examination System,85.55
4673,AI-based Exam Evaluator,56.52
4674,Smart Parking System,76.89
4675,University Admission Portal,90.21
4676,Data Visualization Platform,50.34
4677,Restaurant Ordering System,65.97
4678,Data Visualization Platform,73.37
4679,E-Learning and Exam Platform,93.1
4680,Sales Forecasting Tool,58.06
4681,E-Learning and Exam Platform,81.43
4682,Digital Quiz and Result Analyzer,97.37
4683,Exam Scheduling and Proctoring System,64.2
4684,School Management System,60.1
4685,Library Automation System,77.64
4686,Automated Exam Management,79.01
4687,School Management System,55.61
4688,Sales Forecasting Tool,76.9
4689,Student Assessment Portal,52.91
4690,Exam Result Prediction System,54.77
4691,Online Examination System,69
4692,Digital Quiz and Result Analyzer,75.06
4693,Employee Attendance Tracker,78.96
4694,Customer Feedback Analyzer,56.73
4695,Smart Invigilation System,79.57
4696,E-Learning and Exam Platform,92.84
4697,Online Examination System,56.99
4698,Human Resource Management,72.73
4699,Healthcare Data Warehouse,59.41
4700,Sales Forecasting Tool,88.08
4701,Digital Quiz and Result Analyzer,76.07
4702,Logistics Optimization Platform,78.15
4703,Restaurant Ordering System,82.23
4704,Student Assessment Portal,56
4705,Exam Result Prediction System,95.07
4706,Digital Quiz and Result Analyzer,54.99
4707,Bank Loan Prediction System,78.74
4708,Inventory Management System,56.85
4709,AI-based Exam Evaluator,75.02
4710,Exam Scheduling and Proctoring System,87.58
4711,E-Learning and Exam Platform,82.05
4712,Bank Loan Prediction System,55.09
4713,School Management System,96.82
4714,Online Examination System,82.57
4715,Hospital Management System,74.46
4716,Data Visualization Platform,62.17
4717,AI-based Exam Evaluator,51.69
4718,AI-based Exam Evaluator,90.8
4719,Exam Result Prediction System,57.37
4720,Human Resource Management,74.84
4721,Exam Scheduling and Proctoring System,79.42
4722,University Admission Portal,89.34
4723,E-Commerce Dashboard,70.68
4724,Online Examination System,90.11
4725,Digital Quiz and Result Analyzer,58.39
4726,Cloud-Based Test Management,54.57
4727,Sales Forecasting Tool,68.72
4728,Exam Result Prediction System,82.44
4729,Library Automation System,89.5
4730,E-Learning and Exam Platform,76.82
4731,Healthcare Data Warehouse,93.12
4732,E-Learning and Exam Platform,73.87
4733,Bank Loan Prediction System,90.34
4734,Student Assessment Portal,64.08
4735,Smart Parking System,58.91
4736,Human Resource Management,78.03
4737,E-Learning and Exam Platform,96.22
4738,Smart Invigilation System,71.57
4739,Hospital Management System,66.82
4740,Online Examination System,87.12
4741,Smart Invigilation System,83.98
4742,Cloud-Based Test Management,89.3
4743,Exam Scheduling and Proctoring System,84.1
4744,E-Learning and Exam Platform,56.21
4745,AI-based Exam Evaluator,50.7
4746,Restaurant Ordering System,55.63
4747,Bank Loan Prediction System,50.73
4748,AI-based Exam Evaluator,59.48
4749,Cloud-Based Test Management,82.31
4750,Sales Forecasting Tool,83.36
4751,Exam Result Prediction System,93.34
4752,Logistics Optimization Platform,54.71
4753,Inventory Management System,76.62
4754,Healthcare Data Warehouse,93.61
4755,Cloud-Based Test Management,63.51
4756,Sales Forecasting Tool,52.93
4757,Student Assessment Portal,55.77
4758,Logistics Optimization Platform,67.09
4759,Tourism Recommendation System,66.49
4760,Student Assessment Portal,59.09
4761,Student Assessment Portal,51.36
4762,Inventory Management System,80.71
4763,Online Examination System,79.13
4764,Digital Quiz and Result Analyzer,50.01
4765,Automated Exam Management,94.71
4766,Exam Scheduling and Proctoring System,80.8
4767,Exam Result Prediction System,75.58
4768,Smart Parking System,89.63
4769,Exam Scheduling and Proctoring System,71.76
4770,Logistics Optimization Platform,84.45
4771,Student Assessment Portal,79.44
4772,Exam Result Prediction System,58.9
4773,Real Estate Analytics Dashboard,92.51
4774,Restaurant Ordering System,50.26
4775,Exam Scheduling and Proctoring System,53.87
4776,Bank Loan Prediction System,57.58
4777,Smart Invigilation System,69.83
4778,Inventory Management System,70.02
4779,Student Assessment Portal,88.55
4780,Automated Exam Management,94.24
4781,Inventory Management System,63.76
4782,Logistics Optimization Platform,93
4783,Social Media Analytics,77.58
4784,Healthcare Data Warehouse,74.8
4785,Hospital Management System,60.21
4786,Smart Invigilation System,61.14
4787,Online Examination System,88.85
4788,Restaurant Ordering System,76.76
4789,AI-based Exam Evaluator,86.66
4790,Student Assessment Portal,79.35
4791,Employee Attendance Tracker,75.55
4792,Social Media Analytics,80.52
4793,Hospital Management System,79.68
4794,Library Automation System,64.25
4795,Digital Quiz and Result Analyzer,53.58
4796,Student Assessment Portal,99.98
4797,Student Assessment Portal,71.1
4798,Cloud-Based Test Management,98.36
4799,Bank Loan Prediction System,53.08
4800,Exam Scheduling and Proctoring System,82.49
4801,Data Visualization Platform,64.61
4802,School Management System,75.65
4803,Social Media Analytics,86.72
4804,Exam Result Prediction System,62.96
4805,Employee Attendance Tracker,93.03
4806,E-Learning and Exam Platform,64.6
4807,E-Commerce Dashboard,84.36
4808,Cloud-Based Test Management,85.06
4809,Automated Exam Management,77.13
4810,Library Automation System,73.84
4811,Cloud-Based Test Management,51.75
4812,Exam Result Prediction System,52.39
4813,Online Examination System,91.44
4814,Logistics Optimization Platform,79.65
4815,Logistics Optimization Platform,88.29
4816,Data Visualization Platform,53.93
4817,Tourism Recommendation System,91.8
4818,Library Automation System,98.89
4819,Digital Quiz and Result Analyzer,80.33
4820,Smart Invigilation System,53.11
4821,Data Visualization Platform,74.2
4822,Cloud-Based Test Management,94.71
4823,Exam Result Prediction System,77.52
4824,Online Examination System,63.41
4825,Automated Exam Management,57.94
4826,Healthcare Data Warehouse,88.13
4827,Healthcare Data Warehouse,70.96
4828,Tourism Recommendation System,50.74
4829,Exam Result Prediction System,70.85
4830,Social Media Analytics,72
4831,Real Estate Analytics Dashboard,90.98
4832,AI-based Exam Evaluator,86.49
4833,E-Learning and Exam Platform,82.05
4834,Online Examination System,95.75
4835,Student Assessment Portal,87.63
4836,E-Learning and Exam Platform,63.79
4837,E-Learning and Exam Platform,79.27
4838,AI-based Exam Evaluator,90.72
4839,University Admission Portal,69.08
4840,Customer Feedback Analyzer,57.73
4841,Cloud-Based Test Management,76.16
4842,Smart Parking System,67.02
4843,Digital Quiz and Result Analyzer,63.53
4844,AI-based Exam Evaluator,71.65
4845,Smart Parking System,98.19
4846,School Management System,76.83
4847,Exam Scheduling and Proctoring System,90.49
4848,Library Automation System,78.66
4849,School Management System,96.49
4850,Automated Exam Management,57.47
4851,Online Examination System,62.13
4852,Student Assessment Portal,65.17
4853,Hospital Management System,86.87
4854,E-Learning and Exam Platform,70.25
4855,Student Assessment Portal,62.08
4856,School Management System,56.11
4857,Hospital Management System,74.64
4858,Restaurant Ordering System,54.05
4859,IoT Smart Home Controller,75.03
4860,Smart Invigilation System,82.09
4861,Online Examination System,82.61
4862,Customer Feedback Analyzer,62.58
4863,Exam Scheduling and Proctoring System,66.1
4864,Exam Scheduling and Proctoring System,50.43
4865,School Management System,56.42
4866,Exam Result Prediction System,66.56
4867,Inventory Management System,50.34
4868,Real Estate Analytics Dashboard,81.69
4869,AI-based Exam Evaluator,88.56
4870,Hospital Management System,63.55
4871,Restaurant Ordering System,88.91
4872,Employee Attendance Tracker,65.42
4873,Restaurant Ordering System,99.54
4874,Library Automation System,92.08
4875,Digital Quiz and Result Analyzer,78.42
4876,Bank Loan Prediction System,85.45
4877,Automated Exam Management,88.77
4878,Digital Quiz and Result Analyzer,75.11
4879,Student Assessment Portal,73.61
4880,Student Assessment Portal,59.35
4881,Smart Invigilation System,89.4
4882,Exam Scheduling and Proctoring System,86.77
4883,Healthcare Data Warehouse,62.28
4884,Sales Forecasting Tool,50.05
4885,Online Examination System,66.94
4886,Inventory Management System,74.91
4887,Logistics Optimization Platform,62
4888,Smart Invigilation System,65.54
4889,Human Resource Management,93.57
4890,Customer Feedback Analyzer,78.63
4891,Social Media Analytics,59.03
4892,Data Visualization Platform,62.12
4893,Exam Scheduling and Proctoring System,66.33
4894,Cloud-Based Test Management,97.1
4895,Student Assessment Portal,62.2
4896,E-Learning and Exam Platform,64.78
4897,Library Automation System,75.17
4898,Cloud-Based Test Management,79.54
4899,Online Examination System,64.06
4900,Student Assessment Portal,55.43
4901,Exam Result Prediction System,92.98
4902,Data Visualization Platform,83.81
4903,University Admission Portal,84.27
4904,E-Commerce Dashboard,77.68
4905,E-Commerce Dashboard,99.91
4906,AI-based Exam Evaluator,85.68
4907,Digital Quiz and Result Analyzer,53.11
4908,Cloud-Based Test Management,58.24
4909,Online Examination System,61.85
4910,Real Estate Analytics Dashboard,68.57
4911,Social Media Analytics,63.8
4912,Digital Quiz and Result Analyzer,52.03
4913,E-Learning and Exam Platform,82.73
4914,Real Estate Analytics Dashboard,71.16
4915,Hospital Management System,68.9
4916,School Management System,80.34
4917,Exam Result Prediction System,67.77
4918,Student Assessment Portal,66.94
4919,Exam Scheduling and Proctoring System,61.44
4920,Smart Invigilation System,75.56
4921,Exam Scheduling and Proctoring System,83.79
4922,Cloud-Based Test Management,73.93
4923,Automated Exam Management,76.51
4924,Human Resource Management,93.78
4925,AI-based Exam Evaluator,87.91
4926,E-Learning and Exam Platform,52.24
4927,IoT Smart Home Controller,81.64
4928,Library Automation System,84.03
4929,IoT Smart Home Controller,83.05
4930,Digital Quiz and Result Analyzer,99.68
4931,AI-based Exam Evaluator,64.17
4932,Smart Invigilation System,82.16
4933,Employee Attendance Tracker,91.76
4934,Bank Loan Prediction System,50.71
4935,E-Commerce Dashboard,66.23
4936,Exam Scheduling and Proctoring System,99.24
4937,Cloud-Based Test Management,94.86
4938,Hospital Management System,95.43
4939,Smart Invigilation System,77.54
4940,Exam Scheduling and Proctoring System,79.46
4941,AI-based Exam Evaluator,98.89
4942,Automated Exam Management,65.1
4943,Hospital Management System,64.08
4944,Exam Result Prediction System,68.08
4945,Exam Scheduling and Proctoring System,54.42
4946,Hospital Management System,74.58
4947,Online Examination System,79.17
4948,E-Learning and Exam Platform,97.09
4949,Exam Scheduling and Proctoring System,53.39
4950,Digital Quiz and Result Analyzer,61.7
4951,Smart Invigilation System,86
4952,Real Estate Analytics Dashboard,94.54
4953,Human Resource Management,63.49
4954,Exam Result Prediction System,73.22
4955,University Admission Portal,88.82
4956,Digital Quiz and Result Analyzer,83.74
4957,Logistics Optimization Platform,85.07
4958,E-Learning and Exam Platform,56.54
4959,Tourism Recommendation System,71.42
4960,Sales Forecasting Tool,92.36
4961,Exam Scheduling and Proctoring System,90.05
4962,Tourism Recommendation System,67.49
4963,E-Learning and Exam Platform,75.25
4964,Exam Scheduling and Proctoring System,81.31
4965,Real Estate Analytics Dashboard,85.91
4966,Exam Scheduling and Proctoring System,87.94
4967,Exam Scheduling and Proctoring System,69.61
4968,Smart Invigilation System,63.11
4969,Tourism Recommendation System,75.21
4970,Smart Invigilation System,50.87
4971,Smart Parking System,52.64
4972,Data Visualization Platform,74.02
4973,Bank Loan Prediction System,81.72
4974,Online Examination System,92.54
4975,Student Assessment Portal,61.77
4976,Exam Result Prediction System,71.25
4977,University Admission Portal,58.73
4978,E-Learning and Exam Platform,51.27
4979,Customer Feedback Analyzer,98.24
4980,Real Estate Analytics Dashboard,96.58
4981,Smart Invigilation System,90.64
4982,University Admission Portal,60.93
4983,Restaurant Ordering System,78.89
4984,Automated Exam Management,99.95
4985,Smart Parking System,51.32
4986,Cloud-Based Test Management,73.09
4987,Logistics Optimization Platform,59.04
4988,Real Estate Analytics Dashboard,64.88
4989,Sales Forecasting Tool,91.42
4990,Smart Parking System,88.58
4991,Bank Loan Prediction System,54.07
4992,Online Examination System,92.89
4993,Automated Exam Management,62.87
4994,E-Commerce Dashboard,58.58
4995,Online Examination System,70
4996,Digital Quiz and Result Analyzer,58.18
4997,Cloud-Based Test Management,53.99
4998,Automated Exam Management,58.13
4999,Social Media Analytics,71.35
5000,School Management System,66.47
5001,Student Assessment Portal,85.51
5002,Automated Exam Management,70.94
5003,Customer Feedback Analyzer,50.29
5004,IoT Smart Home Controller,54.39
5005,Social Media Analytics,95.5
5006,Automated Exam Management,64.67
5007,Social Media Analytics,54.85
5008,Exam Result Prediction System,92.55
5009,Online Examination System,74
5010,Smart Invigilation System,59.72
5011,Bank Loan Prediction System,91.54
5012,Customer Feedback Analyzer,99.87
5013,Data Visualization Platform,59.54
5014,Automated Exam Management,69.49
5015,Cloud-Based Test Management,89.52
5016,Logistics Optimization Platform,97.95
5017,Library Automation System,90.29
5018,Digital Quiz and Result Analyzer,94.32
5019,Tourism Recommendation System,71.41
5020,Social Media Analytics,62.48
5021,IoT Smart Home Controller,59.19
5022,IoT Smart Home Controller,73.96
5023,Tourism Recommendation System,98.92
5024,AI-based Exam Evaluator,62.64
5025,Digital Quiz and Result Analyzer,92.74
5026,E-Learning and Exam Platform,89.68
5027,Restaurant Ordering System,99.27
5028,Online Examination System,65.49
5029,Data Visualization Platform,57.91
5030,Tourism Recommendation System,50.48
5031,AI-based Exam Evaluator,98.2
5032,E-Commerce Dashboard,72.23
5033,Inventory Management System,53.75
5034,University Admission Portal,66.11
5035,IoT Smart Home Controller,71.37
5036,Sales Forecasting Tool,52.06
5037,Library Automation System,99.3
5038,Online Examination System,95.77
5039,Cloud-Based Test Management,83.89
5040,School Management System,54.62
5041,Automated Exam Management,62.81
5042,E-Learning and Exam Platform,69.11
5043,Inventory Management System,63.87
5044,Digital Quiz and Result Analyzer,55.93
5045,Exam Scheduling and Proctoring System,66.81
5046,Student Assessment Portal,82.93
5047,University Admission Portal,75.89
5048,Sales Forecasting Tool,87.5
5049,Online Examination System,78
5050,Bank Loan Prediction System,60.67
5051,Exam Scheduling and Proctoring System,62.88
5052,Healthcare Data Warehouse,56.33
5053,Exam Scheduling and Proctoring System,69.65
5054,Digital Quiz and Result Analyzer,58.91
5055,Exam Result Prediction System,65.1
5056,Cloud-Based Test Management,97.07
5057,Social Media Analytics,64.5
5058,Sales Forecasting Tool,52.76
5059,E-Commerce Dashboard,90.68
5060,School Management System,64.2
5061,Cloud-Based Test Management,85.94
5062,Healthcare Data Warehouse,94.98
5063,Exam Scheduling and Proctoring System,91.47
5064,E-Learning and Exam Platform,54.34
5065,Logistics Optimization Platform,93.73
5066,Exam Scheduling and Proctoring System,77.58
5067,Cloud-Based Test Management,92.06
5068,Online Examination System,67.69
5069,Student Assessment Portal,50.1
5070,Sales Forecasting Tool,72.39
5071,Logistics Optimization Platform,56.28
5072,Exam Scheduling and Proctoring System,99.35
5073,Smart Invigilation System,59.27
5074,Library Automation System,72.5
5075,AI-based Exam Evaluator,70.93
5076,Exam Result Prediction System,64.98
5077,Sales Forecasting Tool,64.52
5078,Healthcare Data Warehouse,57.76
5079,Exam Result Prediction System,66.85
5080,Tourism Recommendation System,73.12
5081,Exam Scheduling and Proctoring System,63.03
5082,Smart Invigilation System,83.12
5083,E-Learning and Exam Platform,55.38
5084,Healthcare Data Warehouse,93.8
5085,Online Examination System,75.23
5086,AI-based Exam Evaluator,70.86
5087,Digital Quiz and Result Analyzer,66.21
5088,Inventory Management System,82.77
5089,AI-based Exam Evaluator,55.79
5090,Real Estate Analytics Dashboard,69.49
5091,Cloud-Based Test Management,97.05
5092,Automated Exam Management,52.34
5093,Exam Scheduling and Proctoring System,82.41
5094,Tourism Recommendation System,67.7
5095,E-Commerce Dashboard,63.2
5096,Employee Attendance Tracker,96.66
5097,Real Estate Analytics Dashboard,83.6
5098,Student Assessment Portal,87.1
5099,AI-based Exam Evaluator,68.6
5100,School Management System,65.09
5101,Digital Quiz and Result Analyzer,80.72
5102,Tourism Recommendation System,60.58
5103,Student Assessment Portal,95.67
5104,Cloud-Based Test Management,83.14
5105,AI-based Exam Evaluator,79.49
5106,Online Examination System,87.95
5107,School Management System,73.02
5108,Employee Attendance Tracker,81.66
5109,Inventory Management System,87.66
5110,Smart Invigilation System,56.82
5111,Automated Exam Management,93.13
5112,Restaurant Ordering System,74.42
5113,E-Learning and Exam Platform,88.5
5114,Digital Quiz and Result Analyzer,56.7
5115,Logistics Optimization Platform,60.57
5116,Exam Result Prediction System,89.14
5117,Exam Scheduling and Proctoring System,54.61
5118,Tourism Recommendation System,64.57
5119,AI-based Exam Evaluator,84.04
5120,E-Learning and Exam Platform,99.81
5121,Customer Feedback Analyzer,54.07
5122,Cloud-Based Test Management,63.88
5123,E-Commerce Dashboard,89.69
5124,Student Assessment Portal,78.55
5125,Human Resource Management,74.51
5126,Exam Scheduling and Proctoring System,65.84
5127,Student Assessment Portal,59.5
5128,Inventory Management System,70.55
5129,Healthcare Data Warehouse,69.84
5130,Healthcare Data Warehouse,96.37
5131,Healthcare Data Warehouse,64.79
5132,Cloud-Based Test Management,83.1
5133,Inventory Management System,50.06
5134,Employee Attendance Tracker,67.9
5135,Online Examination System,96.27
5136,IoT Smart Home Controller,98.02
5137,Healthcare Data Warehouse,85.69
5138,E-Learning and Exam Platform,81.93
5139,Bank Loan Prediction System,63.66
5140,Online Examination System,58.36
5141,Human Resource Management,72.01
5142,IoT Smart Home Controller,81.44
5143,Sales Forecasting Tool,87.51
5144,IoT Smart Home Controller,53.97
5145,Online Examination System,51.64
5146,Customer Feedback Analyzer,77.77
5147,Smart Parking System,79.37
5148,Hospital Management System,84.12
5149,AI-based Exam Evaluator,63.24
5150,E-Learning and Exam Platform,81.17
5151,Student Assessment Portal,54.11
5152,AI-based Exam Evaluator,66.42
5153,Customer Feedback Analyzer,91.1
5154,E-Commerce Dashboard,61.22
5155,Smart Invigilation System,67.81
5156,Digital Quiz and Result Analyzer,63.96
5157,Customer Feedback Analyzer,85.74
5158,Hospital Management System,83
5159,Customer Feedback Analyzer,66.92
5160,Digital Quiz and Result Analyzer,69.79
5161,Exam Result Prediction System,80.78
5162,Exam Scheduling and Proctoring System,53
5163,Exam Scheduling and Proctoring System,89.24
5164,Data Visualization Platform,68.15
5165,Exam Scheduling and Proctoring System,51.74
5166,Restaurant Ordering System,61.38
5167,Human Resource Management,53.35
5168,Data Visualization Platform,93.78
5169,Logistics Optimization Platform,61.05
5170,Hospital Management System,62.38
5171,Human Resource Management,60.19
5172,Cloud-Based Test Management,84.51
5173,Digital Quiz and Result Analyzer,60.49
5174,Logistics Optimization Platform,55.94
5175,Student Assessment Portal,89.1
5176,Student Assessment Portal,78.8
5177,Inventory Management System,57.06
5178,Exam Scheduling and Proctoring System,96.53
5179,Social Media Analytics,73.67
5180,Sales Forecasting Tool,59.23
5181,Healthcare Data Warehouse,90.3
5182,Inventory Management System,83.24
5183,Sales Forecasting Tool,89.41
5184,Smart Invigilation System,83.23
5185,Social Media Analytics,88.32
5186,School Management System,86
5187,Real Estate Analytics Dashboard,63.82
5188,Smart Parking System,52.62
5189,AI-based Exam Evaluator,69.52
5190,Exam Result Prediction System,73.03
5191,Data Visualization Platform,55.98
5192,Library Automation System,79.42
5193,School Management System,94.99
5194,Restaurant Ordering System,56.82
5195,Student Assessment Portal,88.33
5196,Online Examination System,52.57
5197,Data Visualization Platform,93.7
5198,Customer Feedback Analyzer,66.89
5199,Smart Invigilation System,94.01
5200,AI-based Exam Evaluator,54.63
5201,Exam Scheduling and Proctoring System,89.2
5202,Cloud-Based Test Management,74.57
5203,E-Learning and Exam Platform,54.86
5204,Student Assessment Portal,54.45
5205,AI-based Exam Evaluator,75.31
5206,Customer Feedback Analyzer,79.14
5207,Sales Forecasting Tool,68.41
5208,Cloud-Based Test Management,70.69
5209,E-Learning and Exam Platform,73.25
5210,Restaurant Ordering System,61.82
5211,Digital Quiz and Result Analyzer,67.95
5212,Automated Exam Management,73.17
5213,Social Media Analytics,60.66
5214,Inventory Management System,92.63
5215,Data Visualization Platform,99.76
5216,Automated Exam Management,82.24
5217,Smart Invigilation System,95.97
5218,AI-based Exam Evaluator,86.99
5219,E-Commerce Dashboard,89.73
5220,Social Media Analytics,96.42
5221,Tourism Recommendation System,64.16
5222,Online Examination System,61.65
5223,Inventory Management System,60.01
5224,Hospital Management System,96.3
5225,Automated Exam Management,64.94
5226,Inventory Management System,99.73
5227,Bank Loan Prediction System,94.25
5228,E-Commerce Dashboard,71.38
5229,Employee Attendance Tracker,93.6
5230,Restaurant Ordering System,92.63
5231,Digital Quiz and Result Analyzer,52.45
5232,Exam Scheduling and Proctoring System,94.56
5233,Hospital Management System,63.68
5234,Logistics Optimization Platform,94.67
5235,E-Learning and Exam Platform,57.82
5236,Restaurant Ordering System,99.03
5237,Customer Feedback Analyzer,87.5
5238,Exam Scheduling and Proctoring System,93.17
5239,Automated Exam Management,59.24
5240,Smart Parking System,87.69
5241,School Management System,60.77
5242,Student Assessment Portal,94.56
5243,Bank Loan Prediction System,89.37
5244,Student Assessment Portal,86.65
5245,Smart Invigilation System,76.27
5246,Automated Exam Management,60.47
5247,IoT Smart Home Controller,97.38
5248,Online Examination System,66.04
5249,Social Media Analytics,62.81
5250,Healthcare Data Warehouse,67.78
5251,E-Learning and Exam Platform,82.67
5252,Online Examination System,72.72
5253,Exam Scheduling and Proctoring System,76.37
5254,Student Assessment Portal,98.44
5255,Online Examination System,78.66
5256,Employee Attendance Tracker,58.79
5257,Smart Invigilation System,66.26
5258,AI-based Exam Evaluator,85.71
5259,Customer Feedback Analyzer,91.2
5260,Exam Scheduling and Proctoring System,72.2
5261,Real Estate Analytics Dashboard,68.8
5262,IoT Smart Home Controller,69.72
5263,Online Examination System,71.11
5264,Tourism Recommendation System,96.24
5265,Library Automation System,76.9
5266,Exam Result Prediction System,97.82
5267,Sales Forecasting Tool,72.64
5268,Automated Exam Management,51.56
5269,Healthcare Data Warehouse,65.53
5270,E-Commerce Dashboard,53.94
5271,Hospital Management System,51.1
5272,Hospital Management System,60.34
5273,Exam Result Prediction System,73.29
5274,Exam Scheduling and Proctoring System,67.09
5275,IoT Smart Home Controller,63.67
5276,E-Learning and Exam Platform,90.36
5277,Online Examination System,91.46
5278,E-Learning and Exam Platform,75.29
5279,Smart Invigilation System,70.66
5280,Exam Scheduling and Proctoring System,50.55
5281,AI-based Exam Evaluator,88.09
5282,E-Commerce Dashboard,68.56
5283,AI-based Exam Evaluator,89.64
5284,E-Commerce Dashboard,84.29
5285,IoT Smart Home Controller,51.98
5286,School Management System,70.24
5287,Online Examination System,93.62
5288,E-Commerce Dashboard,63.36
5289,Exam Result Prediction System,50.84
5290,Smart Invigilation System,61.61
5291,School Management System,69.8
5292,Social Media Analytics,91.21
5293,Student Assessment Portal,74.14
5294,Digital Quiz and Result Analyzer,81.11
5295,Student Assessment Portal,68.71
5296,Customer Feedback Analyzer,90.86
5297,Digital Quiz and Result Analyzer,84.19
5298,Digital Quiz and Result Analyzer,92.4
5299,Smart Invigilation System,95.44
5300,Logistics Optimization Platform,88.01
5301,IoT Smart Home Controller,65.16
5302,IoT Smart Home Controller,69.52
5303,E-Learning and Exam Platform,58.54
5304,Smart Parking System,60.46
5305,University Admission Portal,75.69
5306,Employee Attendance Tracker,78.52
5307,E-Learning and Exam Platform,78.54
5308,Healthcare Data Warehouse,74.52
5309,Employee Attendance Tracker,63.62
5310,Smart Parking System,87.58
5311,Student Assessment Portal,60.31
5312,Exam Result Prediction System,72.29
5313,Hospital Management System,62.99
5314,Smart Invigilation System,68.38
5315,Customer Feedback Analyzer,64.16
5316,E-Learning and Exam Platform,83.06
5317,University Admission Portal,79.25
5318,Logistics Optimization Platform,65.66
5319,Healthcare Data Warehouse,64.2
5320,Online Examination System,57.47
5321,Online Examination System,86.26
5322,Sales Forecasting Tool,59.1
5323,Cloud-Based Test Management,68.36
5324,Online Examination System,52.19
5325,Hospital Management System,83.93
5326,Library Automation System,89.99
5327,Student Assessment Portal,53.47
5328,Smart Parking System,83.42
5329,Bank Loan Prediction System,63.44
5330,Digital Quiz and Result Analyzer,67.59
5331,Real Estate Analytics Dashboard,69.2
5332,Exam Scheduling and Proctoring System,58.74
5333,Bank Loan Prediction System,82.36
5334,Inventory Management System,75.78
5335,E-Learning and Exam Platform,81.55
5336,Smart Invigilation System,60.97
5337,Tourism Recommendation System,68.99
5338,Online Examination System,54.38
5339,Student Assessment Portal,74.76
5340,Smart Parking System,80.75
5341,Employee Attendance Tracker,72.93
5342,Online Examination System,94.24
5343,Library Automation System,60.58
5344,Smart Invigilation System,86.99
5345,AI-based Exam Evaluator,66.09
5346,E-Learning and Exam Platform,56.98
5347,Library Automation System,92.56
5348,Exam Scheduling and Proctoring System,98.07
5349,Exam Result Prediction System,77.3
5350,Tourism Recommendation System,70.47
5351,Restaurant Ordering System,91.49
5352,Logistics Optimization Platform,85.1
5353,Automated Exam Management,57.72
5354,Real Estate Analytics Dashboard,63.92
5355,AI-based Exam Evaluator,63.53
5356,Hospital Management System,79.8
5357,Data Visualization Platform,92.89
5358,AI-based Exam Evaluator,52.6
5359,Student Assessment Portal,54.28
5360,Sales Forecasting Tool,89.12
5361,Tourism Recommendation System,64.74
5362,Cloud-Based Test Management,51.64
5363,Smart Invigilation System,64.86
5364,School Management System,70.33
5365,E-Learning and Exam Platform,63.89
5366,E-Learning and Exam Platform,52.79
5367,School Management System,77.77
5368,Exam Result Prediction System,91.89
5369,Exam Scheduling and Proctoring System,67.52
5370,Smart Invigilation System,95.47
5371,Hospital Management System,60.99
5372,Logistics Optimization Platform,91.01
5373,Student Assessment Portal,97.48
5374,Logistics Optimization Platform,57.33
5375,Exam Scheduling and Proctoring System,56.07
5376,AI-based Exam Evaluator,59.36
5377,Employee Attendance Tracker,60.31
5378,Bank Loan Prediction System,81.24
5379,E-Learning and Exam Platform,81.76
5380,Restaurant Ordering System,99.54
5381,Sales Forecasting Tool,68.45
5382,AI-based Exam Evaluator,96.26
5383,E-Learning and Exam Platform,52.79
5384,Data Visualization Platform,77.95
5385,Online Examination System,90.69
5386,Real Estate Analytics Dashboard,67.04
5387,Online Examination System,55.48
5388,Real Estate Analytics Dashboard,50.3
5389,Digital Quiz and Result Analyzer,96.02
5390,AI-based Exam Evaluator,57.83
5391,Bank Loan Prediction System,81.81
5392,Customer Feedback Analyzer,59.46
5393,Smart Invigilation System,98.14
5394,Smart Parking System,76.95
5395,E-Commerce Dashboard,79.73
5396,Cloud-Based Test Management,80.46
5397,Restaurant Ordering System,55.46
5398,Automated Exam Management,53.16
5399,Bank Loan Prediction System,90.67
5400,Online Examination System,63.91
5401,Smart Invigilation System,72.3
5402,Customer Feedback Analyzer,78.82
5403,Library Automation System,96.52
5404,Exam Scheduling and Proctoring System,84.13
5405,Online Examination System,53.24
5406,Smart Invigilation System,69.55
5407,E-Learning and Exam Platform,85.93
5408,Healthcare Data Warehouse,60.24
5409,Customer Feedback Analyzer,65.37
5410,Employee Attendance Tracker,73.67
5411,Exam Scheduling and Proctoring System,86.97
5412,Smart Parking System,92.22
5413,Student Assessment Portal,56.08
5414,Library Automation System,59.41
5415,AI-based Exam Evaluator,59.88
5416,Digital Quiz and Result Analyzer,88.45
5417,AI-based Exam Evaluator,99.64
