cer_ID,cer_Name,cer_Duration,cer_Platform,st_ID
28488,"3D Modeling and Animation",6,"CompTIA",7992
28489,"Network Security",10,"HubSpot Academy",13514
28490,"Technical Writing",3,"Stanford Online",16798
28491,"FastAPI Development",7,"Codecademy",19280
28492,"Cloud Computing with AWS",16,"DataCamp",468
28493,"Ethical Hacking",43,"MIT OpenCourseWare",2892
28494,"Incident Response",11,"Skillshare",9988
28495,"Functional Programming",7,"IBM Skills",13578
28496,"Information Security",16,"edX",6334
28497,"Penetration Testing",3,"Stanford Online",41
28498,"Docker and Kubernetes",3,"Google Analytics Academy",12802
28499,"Cloud Architecture",20,"AWS Training",5364
28500,"Ethical Hacking",3,"Coursera",18704
28501,"UI/UX Design Principles",15,"Skillshare",3327
28502,"PHP Web Development",11,"Google Analytics Academy",10567
28503,"R Programming for Data Science",4,"HubSpot Academy",14116
28504,"Ethereum Smart Contracts",16,"DataCamp",5916
28505,"SIEM Solutions",15,"Cisco Networking Academy",9723
28506,"Edge Computing",50,"MIT OpenCourseWare",6673
28507,"PHP Web Development",15,"Codecademy",17890
28508,"Computer Networks",18,"edX",3472
28509,"Network Protocols",5,"Google Analytics Academy",4872
28510,"Augmented Reality",19,"Codecademy",19888
28511,"Statistical Analysis",3,"AWS Training",12532
28512,"PHP Web Development",15,"Microsoft Learn",3205
28513,"Cybersecurity Essentials",15,"Oracle Academy",1913
28514,"Software Architecture",11,"Harvard Online",6726
28515,"Redis Cache Management",4,"edX",11225
28516,"Flutter Cross-Platform",5,"Google Analytics Academy",15739
28517,"MySQL Administration",3,"Coursera",9533
28518,"MATLAB Programming",13,"Udacity",3901
28519,"DevOps Engineering",9,"Facebook Blueprint",15094
28520,"FPGA Development",10,"DataCamp",18626
28521,"Cloud Architecture",38,"Microsoft Learn",14863
28522,"Full Stack Web Development",44,"Oracle Academy",4179
28523,"Keras Neural Networks",28,"Microsoft Learn",16189
28524,"Virtual Reality Development",6,"Facebook Blueprint",19114
28525,"Microservices Architecture",5,"Pluralsight",7270
28526,"Image Processing",20,"Harvard Online",9797
28527,"Cloud Computing with AWS",36,"Harvard Online",17826
28528,"Distributed Systems",17,"IBM Skills",10359
28529,"Ansible Automation",9,"CompTIA",17216
28530,"Robotics Programming",8,"Harvard Online",5254
28531,"API Development and Integration",6,"Codecademy",2053
28532,"System Design",11,"Udacity",1714
28533,"Network Protocols",20,"Google Developers",10402
28534,"WebRTC Development",14,"FreeCodeCamp",12055
28535,"Blockchain Development",11,"AWS Training",5107
28536,"Scala Programming",13,"Udemy",3668
28537,"Network Protocols",19,"Skillshare",1925
28538,"Agile Project Management",19,"edX",3077
28539,"PostgreSQL Advanced",15,"CompTIA",14092
28540,"Progressive Web Apps",5,"IBM Skills",19565
28541,"Web3 Development",12,"MIT OpenCourseWare",4194
28542,"Flask Development",17,"CompTIA",3319
28543,"Quantum Computing",10,"Udemy",937
28544,"Ruby on Rails",20,"IBM Skills",13372
28545,"REST API Design",19,"Facebook Blueprint",8118
28546,"Design Patterns",16,"FreeCodeCamp",12340
28547,"Node.js Backend Development",18,"Codecademy",4110
28548,"Google Cloud Platform",13,"LinkedIn Learning",1813
28549,"C# and .NET Framework",30,"Microsoft Learn",15442
28550,"Compiler Design",10,"Harvard Online",6291
28551,"Mobile App Development",15,"Udacity",8405
28552,"Quantum Computing",11,"MIT OpenCourseWare",13745
28553,"Natural Language Processing",11,"Stanford Online",13081
28554,"High Availability Systems",13,"DataCamp",7442
28555,"Tableau Certification",5,"Pluralsight",18527
28556,"Apache Kafka Streaming",14,"Cisco Networking Academy",1506
28557,"Shopify Theme Development",5,"Pluralsight",10693
28558,"Scala Programming",12,"MIT OpenCourseWare",18980
28559,"Machine Learning Basics",39,"Pluralsight",14987
28560,"Jenkins CI/CD",10,"HubSpot Academy",14253
28561,"SEO Optimization",6,"CompTIA",11197
28562,"Blockchain Development",10,"Codecademy",8060
28563,"Signal Processing",26,"Skillshare",13579
28564,"Laravel Framework",48,"Pluralsight",7978
28565,"Disaster Recovery",6,"Udemy",7155
28566,"Web Application Security",44,"Oracle Academy",977
28567,"Firewall Management",11,"Skillshare",10224
28568,"5G Technology",8,"Google Analytics Academy",9032
28569,"Linux System Administration",18,"Microsoft Learn",18332
28570,"Technical Writing",3,"Codecademy",13786
28571,"Disaster Recovery",5,"Oracle Academy",17111
28572,"REST API Design",7,"LinkedIn Learning",4009
28573,"SIEM Solutions",9,"Khan Academy",18842
28574,"Go Programming",5,"Udemy",19100
28575,"CDN Configuration",32,"DataCamp",19349
28576,"Email Server Administration",15,"CompTIA",8865
28577,"Technical Writing",20,"Microsoft Learn",1908
28578,"Game Development",6,"CompTIA",6920
28579,"Virtual Reality Development",19,"Skillshare",5853
28580,"PHP Web Development",13,"Codecademy",2781
28581,"Content Management Systems",9,"CompTIA",5514
28582,"Responsive Web Design",18,"Facebook Blueprint",2830
28583,"Robotics Programming",7,"Harvard Online",7496
28584,"Machine Learning Basics",26,"Udacity",2025
28585,"Data Visualization",20,"Stanford Online",17558
28586,"Data Visualization",11,"Udacity",4867
28587,"Virtual Reality Development",13,"CompTIA",19845
28588,"Information Security",11,"Skillshare",16024
28589,"Linux System Administration",3,"Pluralsight",4758
28590,"Cybersecurity Essentials",25,"Harvard Online",8990
28591,"Cloud Computing with AWS",5,"Microsoft Learn",7121
28592,"Kotlin Programming",20,"Udemy",4948
28593,"Flask Development",23,"edX",15646
28594,"Computer Networks",11,"Facebook Blueprint",14364
28595,"Microservices Architecture",7,"LinkedIn Learning",1978
28596,"Network Protocols",35,"LinkedIn Learning",12425
28597,"Quantum Computing",18,"Oracle Academy",81
28598,"DevOps Engineering",15,"MIT OpenCourseWare",2955
28599,"Computer Networks",47,"Microsoft Learn",19685
28600,"Competitive Programming",8,"Coursera",5708
28601,"Code Review Best Practices",11,"Salesforce Trailhead",11261
28602,"MATLAB Programming",7,"Facebook Blueprint",11304
28603,"Frontend Web Design",20,"LinkedIn Learning",19397
28604,"RabbitMQ Messaging",12,"edX",7196
28605,"Shopify Theme Development",17,"Udemy",18421
28606,"Mobile App Development",16,"LinkedIn Learning",8422
28607,"SEO Optimization",14,"Salesforce Trailhead",9784
28608,"Azure Cloud Services",17,"DataCamp",15502
28609,"Data Structures and Algorithms",9,"Codecademy",4622
28610,"Kotlin Programming",8,"Google Developers",12262
28611,"PHP Web Development",47,"AWS Training",2566
28612,"Docker and Kubernetes",17,"CompTIA",797
28613,"3D Modeling and Animation",8,"Khan Academy",14619
28614,"Mobile App Development",17,"LinkedIn Learning",961
28615,"Email Server Administration",37,"Salesforce Trailhead",10350
28616,"System Design",8,"Facebook Blueprint",1192
28617,"PHP Web Development",3,"DataCamp",5427
28618,"Node.js Backend Development",8,"Microsoft Learn",13523
28619,"iOS Development",25,"Harvard Online",6018
28620,"Operating Systems",11,"Google Developers",10106
28621,"Excel Data Analysis",4,"HubSpot Academy",9965
28622,"Cybersecurity Essentials",18,"LinkedIn Learning",6634
28623,"TypeScript Programming",45,"Khan Academy",9839
28624,"Redis Cache Management",34,"Pluralsight",16284
28625,"Power BI Analytics",16,"DataCamp",3731
28626,"Intrusion Detection Systems",3,"Udacity",13991
28627,"Unreal Engine",14,"Udemy",13375
28628,"Web Application Security",10,"Coursera",11770
28629,"Shopify Theme Development",14,"FreeCodeCamp",16741
28630,"FastAPI Development",5,"Udacity",15475
28631,"Data Visualization",12,"edX",5449
28632,"Video Streaming Technology",16,"Khan Academy",8676
28633,"E-commerce Solutions",7,"Facebook Blueprint",12562
28634,"Git Version Control",10,"Udacity",4913
28635,"Linux System Administration",9,"Udemy",2337
28636,"Vue.js Framework",39,"Stanford Online",8304
28637,"Design Patterns",18,"Google Developers",19352
28638,"TCP/IP Networking",11,"Khan Academy",15792
28639,"Web Development Fundamentals",10,"Facebook Blueprint",7548
28640,"GraphQL Development",13,"Harvard Online",3981
28641,"Ethereum Smart Contracts",15,"Khan Academy",13553
28642,"Artificial Intelligence Fundamentals",11,"Pluralsight",7071
28643,"Intrusion Detection Systems",8,"Google Analytics Academy",853
28644,"MySQL Administration",45,"DataCamp",11285
28645,"Azure Cloud Services",3,"Codecademy",2857
28646,"C# and .NET Framework",13,"LinkedIn Learning",10639
28647,"Network Protocols",16,"Codecademy",18079
28648,"Data Structures and Algorithms",7,"Khan Academy",7467
28649,"Google Cloud Platform",4,"Khan Academy",13438
28650,"Compiler Design",3,"Skillshare",19826
28651,"OWASP Best Practices",15,"Pluralsight",15433
28652,"Spring Boot",12,"Facebook Blueprint",1458
28653,"Business Intelligence",14,"Coursera",4577
28654,"Django Framework",16,"Pluralsight",11496
28655,"Embedded Systems",41,"LinkedIn Learning",11520
28656,"Software Architecture",38,"Pluralsight",19590
28657,"Computer Graphics",7,"Harvard Online",13910
28658,"TypeScript Programming",10,"IBM Skills",4236
28659,"Serverless Computing",8,"MIT OpenCourseWare",2379
28660,"MongoDB Database",30,"Salesforce Trailhead",3762
28661,"Redis Cache Management",11,"MIT OpenCourseWare",10538
28662,"SIEM Solutions",16,"edX",16900
28663,"Go Programming",49,"DataCamp",7249
28664,"Cloud Computing with AWS",29,"MIT OpenCourseWare",9799
28665,"Microservices Architecture",15,"Harvard Online",4335
28666,"Shopify Theme Development",14,"Pluralsight",8375
28667,"Network Protocols",19,"Udacity",9557
28668,"Keras Neural Networks",20,"Oracle Academy",12501
28669,"Full Stack Web Development",14,"Skillshare",16445
28670,"Virtual Reality Development",11,"CompTIA",1934
28671,"GraphQL Development",11,"Google Developers",16303
28672,"Excel Data Analysis",18,"Udemy",17182
28673,"Design Patterns",20,"Google Developers",9058
28674,"Artificial Intelligence Fundamentals",12,"Cisco Networking Academy",6088
28675,"Docker and Kubernetes",19,"Google Analytics Academy",8754
28676,"RabbitMQ Messaging",14,"Coursera",13053
28677,"Quantum Computing",18,"Google Analytics Academy",14445
28678,"Data Structures and Algorithms",9,"Udacity",12480
28679,"Payment Gateway Integration",15,"MIT OpenCourseWare",7874
28680,"Scala Programming",14,"MIT OpenCourseWare",19625
28681,"R Programming for Data Science",8,"Khan Academy",2725
28682,"MATLAB Programming",14,"Khan Academy",19045
28683,"Software Architecture",10,"MIT OpenCourseWare",1349
28684,"API Development and Integration",17,"Stanford Online",2633
28685,"Functional Programming",19,"Microsoft Learn",2054
28686,"PyTorch Programming",16,"MIT OpenCourseWare",5711
28687,"Excel Data Analysis",11,"FreeCodeCamp",14370
28688,"Tableau Certification",7,"Coursera",6985
28689,"High Availability Systems",33,"Facebook Blueprint",7648
28690,"PostgreSQL Advanced",8,"Harvard Online",5481
28691,"TCP/IP Networking",8,"DataCamp",18159
28692,"Node.js Backend Development",16,"DataCamp",3559
28693,"Computer Graphics",14,"edX",2795
28694,"Kotlin Programming",12,"Salesforce Trailhead",2793
28695,"Technical Writing",11,"Salesforce Trailhead",14617
28696,"Google Cloud Platform",6,"HubSpot Academy",10637
28697,"MySQL Administration",6,"Oracle Academy",6871
28698,"Blockchain Technology",20,"Oracle Academy",15767
28699,"FastAPI Development",15,"Coursera",15351
28700,"PHP Web Development",18,"Google Developers",19408
28701,"Load Balancing",12,"Oracle Academy",67
28702,"TypeScript Programming",3,"edX",16454
28703,"Intrusion Detection Systems",14,"Coursera",19763
28704,"FastAPI Development",33,"Harvard Online",6996
28705,"Software Testing and QA",3,"IBM Skills",19309
28706,"System Design",3,"MIT OpenCourseWare",6823
28707,"Java Development",4,"edX",15261
28708,"Spring Boot",5,"Salesforce Trailhead",5965
28709,"Django Framework",17,"Pluralsight",10342
28710,"5G Technology",5,"Microsoft Learn",6297
28711,"Terraform Infrastructure",3,"Udacity",18203
28712,"Data Structures and Algorithms",32,"AWS Training",8047
28713,"Go Programming",8,"Udacity",9974
28714,"Computer Vision",7,"FreeCodeCamp",6643
28715,"Flutter Cross-Platform",18,"MIT OpenCourseWare",12282
28716,"Computer Networks",19,"Oracle Academy",11524
28717,"MongoDB Database",9,"Oracle Academy",6356
28718,"Augmented Reality",11,"Oracle Academy",1353
28719,"Image Processing",19,"Google Analytics Academy",11839
28720,"Compiler Design",14,"Stanford Online",15806
28721,"PostgreSQL Advanced",15,"Udemy",19729
28722,"WordPress Development",18,"HubSpot Academy",2019
28723,"Operating Systems",9,"LinkedIn Learning",2687
28724,"Artificial Intelligence Fundamentals",6,"edX",11936
28725,"Database Management Systems",11,"Harvard Online",14942
28726,"Progressive Web Apps",13,"IBM Skills",14
28727,"Spring Boot",9,"Udacity",13146
28728,"Flask Development",9,"Google Analytics Academy",15041
28729,"Performance Optimization",7,"AWS Training",11021
28730,"Tableau Certification",15,"Skillshare",4631
28731,"Cryptography Fundamentals",4,"Skillshare",4116
28732,"Excel Data Analysis",29,"Harvard Online",3337
28733,"CDN Configuration",18,"DataCamp",2308
28734,"Blockchain Development",33,"FreeCodeCamp",16865
28735,"Video Streaming Technology",6,"Salesforce Trailhead",277
28736,"Distributed Systems",11,"Salesforce Trailhead",5651
28737,"Content Management Systems",19,"Udacity",6205
28738,"3D Modeling and Animation",15,"Stanford Online",3800
28739,"Kotlin Programming",11,"Udacity",16651
28740,"PHP Web Development",9,"FreeCodeCamp",17734
28741,"High Availability Systems",4,"Stanford Online",8597
28742,"VPN Configuration",9,"Cisco Networking Academy",17040
28743,"Network Protocols",5,"IBM Skills",13584
28744,"Refactoring Techniques",4,"Udemy",5005
28745,"Solidity Programming",10,"Salesforce Trailhead",13842
28746,"Computer Networks",9,"Skillshare",17760
28747,"Google Analytics",18,"Stanford Online",5499
28748,"Vue.js Framework",5,"Harvard Online",9620
28749,"SIEM Solutions",16,"Facebook Blueprint",13777
28750,"Tableau Certification",3,"Facebook Blueprint",6400
28751,"Backup Solutions",4,"Codecademy",10937
28752,"Firewall Management",4,"Pluralsight",1339
28753,"Elasticsearch Development",4,"FreeCodeCamp",68
28754,"Information Security",8,"Codecademy",691
28755,"Embedded Systems",19,"Codecademy",7263
28756,"Docker and Kubernetes",3,"Pluralsight",6706
28757,"Ansible Automation",4,"Khan Academy",847
28758,"FastAPI Development",46,"Harvard Online",10434
28759,"Clean Code Principles",6,"edX",15665
28760,"API Documentation",30,"HubSpot Academy",5308
28761,"Tableau Certification",3,"IBM Skills",5725
28762,"Spring Boot",47,"edX",5019
28763,"Socket Programming",11,"Skillshare",1081
28764,"Edge Computing",7,"Oracle Academy",8929
28765,"Angular Development",17,"Coursera",2295
28766,"TensorFlow Development",50,"Cisco Networking Academy",14779
28767,"Agile Project Management",16,"Khan Academy",17354
28768,"Socket Programming",3,"Skillshare",2790
28769,"REST API Design",11,"Cisco Networking Academy",9782
28770,"Scala Programming",15,"FreeCodeCamp",6606
28771,"Email Server Administration",12,"Google Analytics Academy",5131
28772,"WebRTC Development",41,"Cisco Networking Academy",14256
28773,"PyTorch Programming",31,"Udacity",7023
28774,"Mobile App Development",24,"Salesforce Trailhead",1963
28775,"Go Programming",16,"DataCamp",14414
28776,"WordPress Development",43,"Khan Academy",8773
28777,"Quantum Computing",4,"Salesforce Trailhead",17498
28778,"Statistical Analysis",11,"Udacity",15098
28779,"Distributed Systems",9,"Salesforce Trailhead",14639
28780,"Audio Engineering",16,"Oracle Academy",904
28781,"UI/UX Design Principles",18,"Google Developers",1966
28782,"Robotics Programming",17,"edX",11950
28783,"Flask Development",11,"Cisco Networking Academy",2969
28784,"Blockchain Development",31,"Google Developers",10295
28785,"API Development and Integration",18,"HubSpot Academy",7904
28786,"Cryptography Fundamentals",12,"DataCamp",7837
28787,"PHP Web Development",12,"IBM Skills",6787
28788,"Redis Cache Management",4,"Stanford Online",7983
28789,"Code Review Best Practices",5,"FreeCodeCamp",5909
28790,"Network Security",29,"Stanford Online",11822
28791,"PostgreSQL Advanced",35,"Khan Academy",15973
28792,"Embedded Systems",15,"MIT OpenCourseWare",5887
28793,"Data Science with Python",15,"Coursera",14678
28794,"E-commerce Solutions",44,"Udemy",6086
28795,"Natural Language Processing",11,"LinkedIn Learning",18475
28796,"Blockchain Development",40,"Microsoft Learn",13885
28797,"OWASP Best Practices",44,"MIT OpenCourseWare",13000
28798,"Software Architecture",9,"Codecademy",3472
28799,"Puppet Configuration",9,"Pluralsight",18750
28800,"Blockchain Development",5,"Cisco Networking Academy",4312
28801,"Ruby on Rails",34,"IBM Skills",9571
28802,"Technical Writing",5,"Oracle Academy",3125
28803,"Machine Learning Basics",8,"DataCamp",15241
28804,"Blockchain Technology",4,"Harvard Online",5715
28805,"Android Development",15,"LinkedIn Learning",19596
28806,"Artificial Intelligence Fundamentals",17,"Google Developers",16896
28807,"Machine Learning Basics",27,"Stanford Online",11030
28808,"Augmented Reality",39,"Udemy",7614
28809,"Cybersecurity Essentials",8,"Facebook Blueprint",4346
28810,"PostgreSQL Advanced",6,"FreeCodeCamp",12911
28811,"Vue.js Framework",20,"Salesforce Trailhead",5014
28812,"Compiler Design",9,"Microsoft Learn",16053
28813,"Mobile App Development",10,"AWS Training",15040
28814,"Data Structures and Algorithms",8,"Udacity",19219
28815,"Tableau Certification",14,"DataCamp",12189
28816,"Internet of Things (IoT)",17,"Google Developers",19522
28817,"Web Application Security",6,"Google Analytics Academy",11728
28818,"R Programming for Data Science",25,"Khan Academy",4604
28819,"Clean Code Principles",29,"FreeCodeCamp",12102
28820,"Solidity Programming",9,"FreeCodeCamp",8214
28821,"Scala Programming",6,"Udacity",2323
28822,"React.js Development",15,"Khan Academy",1434
28823,"Serverless Computing",15,"Codecademy",1725
28824,"Keras Neural Networks",11,"Google Developers",16109
28825,"Firewall Management",16,"CompTIA",3248
28826,"Flutter Cross-Platform",13,"Pluralsight",17017
28827,"Network Protocols",7,"Facebook Blueprint",4409
28828,"Cryptography Fundamentals",14,"Harvard Online",18042
28829,"MATLAB Programming",15,"FreeCodeCamp",18839
28830,"Computer Vision",10,"Stanford Online",11498
28831,"Go Programming",17,"Salesforce Trailhead",7946
28832,"Puppet Configuration",19,"Codecademy",1846
28833,"Jenkins CI/CD",15,"Google Developers",14549
28834,"Angular Development",36,"DataCamp",2971
28835,"Flutter Cross-Platform",3,"AWS Training",9500
28836,"Google Analytics",10,"IBM Skills",15239
28837,"Progressive Web Apps",5,"Pluralsight",16388
28838,"Network Security",5,"Salesforce Trailhead",6860
28839,"Business Intelligence",18,"Pluralsight",6189
28840,"Penetration Testing",13,"FreeCodeCamp",14862
28841,"Scala Programming",4,"edX",17972
28842,"Operating Systems",20,"Stanford Online",153
28843,"Object-Oriented Programming",21,"Harvard Online",8128
28844,"C# and .NET Framework",7,"Stanford Online",3974
28845,"Code Review Best Practices",5,"IBM Skills",9934
28846,"Agile Project Management",35,"Skillshare",19159
28847,"Game Development",26,"LinkedIn Learning",16922
28848,"MySQL Administration",38,"Salesforce Trailhead",9863
28849,"Microservices Architecture",15,"MIT OpenCourseWare",6200
28850,"Blockchain Technology",39,"CompTIA",12289
28851,"Audio Engineering",4,"Salesforce Trailhead",945
28852,"Penetration Testing",4,"Google Analytics Academy",6924
28853,"Node.js Backend Development",14,"IBM Skills",14107
28854,"High Availability Systems",20,"Oracle Academy",7690
28855,"Laravel Framework",14,"Coursera",8405
28856,"Distributed Systems",5,"Harvard Online",1598
28857,"Code Review Best Practices",7,"Stanford Online",17305
28858,"Penetration Testing",11,"Udacity",10797
28859,"RabbitMQ Messaging",14,"edX",6493
28860,"Penetration Testing",10,"MIT OpenCourseWare",740
28861,"Natural Language Processing",49,"Oracle Academy",7797
28862,"Business Intelligence",40,"Microsoft Learn",626
28863,"Intrusion Detection Systems",13,"Salesforce Trailhead",16925
28864,"Internet of Things (IoT)",14,"Udemy",12940
28865,"MongoDB Database",6,"Stanford Online",7139
28866,"Performance Optimization",5,"MIT OpenCourseWare",19863
28867,"FPGA Development",16,"Khan Academy",9876
28868,"System Design",15,"Google Analytics Academy",189
28869,"Cryptography Fundamentals",37,"Udacity",15167
28870,"Machine Learning Basics",18,"Khan Academy",19381
28871,"Blockchain Technology",4,"Coursera",15482
28872,"MySQL Administration",12,"Codecademy",17762
28873,"Unity Game Engine",16,"Stanford Online",17591
28874,"Augmented Reality",6,"Harvard Online",8165
28875,"Design Patterns",5,"CompTIA",5714
28876,"Cloud Computing with AWS",15,"Google Developers",13452
28877,"5G Technology",21,"Coursera",6466
28878,"Code Review Best Practices",3,"DataCamp",8635
28879,"CDN Configuration",20,"Harvard Online",12914
28880,"C# and .NET Framework",13,"Facebook Blueprint",17661
28881,"Terraform Infrastructure",38,"Khan Academy",1365
28882,"Django Framework",15,"Codecademy",8070
28883,"TypeScript Programming",31,"HubSpot Academy",16104
28884,"Google Analytics",13,"Coursera",16407
28885,"SEO Optimization",3,"Google Analytics Academy",12605
28886,"Network Protocols",13,"Cisco Networking Academy",15241
28887,"Ethereum Smart Contracts",8,"Coursera",18815
28888,"Computer Graphics",6,"Codecademy",14617
28889,"Android Development",7,"MIT OpenCourseWare",18631
28890,"RabbitMQ Messaging",31,"Cisco Networking Academy",778
28891,"DevOps Engineering",20,"Udacity",12004
28892,"Network Security",25,"LinkedIn Learning",5330
28893,"UI/UX Design Principles",11,"Facebook Blueprint",10938
28894,"CDN Configuration",19,"Google Developers",14653
28895,"Clean Code Principles",4,"LinkedIn Learning",7675
28896,"Cryptography Fundamentals",20,"FreeCodeCamp",8689
28897,"Spring Boot",18,"Harvard Online",1018
28898,"Azure Cloud Services",6,"MIT OpenCourseWare",12676
28899,"Google Cloud Platform",15,"Google Analytics Academy",18300
28900,"Terraform Infrastructure",4,"Khan Academy",11393
28901,"Rust Programming",5,"Skillshare",240
28902,"Data Visualization",10,"Cisco Networking Academy",19399
28903,"Natural Language Processing",7,"Stanford Online",18114
28904,"Digital Marketing Analytics",24,"Oracle Academy",2564
28905,"Cloud Architecture",7,"IBM Skills",5501
28906,"System Design",12,"Harvard Online",6603
28907,"Blockchain Development",5,"Codecademy",875
28908,"Computer Vision",14,"AWS Training",19347
28909,"Git Version Control",37,"Khan Academy",1216
28910,"Jenkins CI/CD",20,"Salesforce Trailhead",2414
28911,"Signal Processing",13,"DataCamp",15545
28912,"Unreal Engine",8,"Udacity",4007
28913,"Object-Oriented Programming",8,"DataCamp",13931
28914,"PostgreSQL Advanced",6,"Cisco Networking Academy",2235
28915,"Puppet Configuration",3,"Udacity",15063
28916,"React Native Development",9,"LinkedIn Learning",6275
28917,"Payment Gateway Integration",40,"MIT OpenCourseWare",13622
28918,"PHP Web Development",10,"LinkedIn Learning",1748
28919,"Advanced JavaScript Programming",16,"edX",14860
28920,"Flutter Cross-Platform",20,"Pluralsight",13203
28921,"Artificial Intelligence Fundamentals",14,"FreeCodeCamp",8079
28922,"Socket Programming",15,"Skillshare",14866
28923,"Keras Neural Networks",19,"Udemy",5963
28924,"Machine Learning Basics",48,"Google Developers",19656
28925,"PHP Web Development",50,"Google Developers",12309
28926,"Compiler Design",19,"Stanford Online",13484
28927,"SIEM Solutions",13,"DataCamp",3138
28928,"FPGA Development",6,"Harvard Online",15981
28929,"Refactoring Techniques",11,"Udacity",1473
28930,"Backup Solutions",6,"Cisco Networking Academy",15708
28931,"Natural Language Processing",16,"AWS Training",10038
28932,"Progressive Web Apps",16,"Stanford Online",19748
28933,"Data Science with Python",17,"Google Analytics Academy",8977
28934,"Software Testing and QA",35,"Google Analytics Academy",1204
28935,"Network Protocols",13,"HubSpot Academy",9456
28936,"Serverless Computing",14,"edX",17019
28937,"Functional Programming",18,"Google Analytics Academy",10000
28938,"Web3 Development",11,"Salesforce Trailhead",4715
28939,"Cloud Architecture",3,"Skillshare",17993
28940,"Excel Data Analysis",6,"Stanford Online",15097
28941,"Firewall Management",15,"Google Analytics Academy",5588
28942,"Image Processing",42,"Skillshare",524
28943,"Functional Programming",8,"CompTIA",5048
28944,"DevOps Engineering",8,"Udemy",3968
28945,"Object-Oriented Programming",18,"AWS Training",295
28946,"C# and .NET Framework",35,"Facebook Blueprint",1711
28947,"Power BI Analytics",5,"edX",2751
28948,"Content Management Systems",17,"AWS Training",6897
28949,"OWASP Best Practices",5,"Coursera",6887
28950,"Software Architecture",9,"edX",13223
28951,"Azure Cloud Services",3,"Facebook Blueprint",1093
28952,"Content Management Systems",18,"Salesforce Trailhead",3037
28953,"High Availability Systems",5,"Coursera",1024
28954,"OWASP Best Practices",10,"Google Analytics Academy",4873
28955,"Redis Cache Management",28,"Skillshare",5508
28956,"Android Development",4,"Cisco Networking Academy",17349
28957,"Information Security",3,"Salesforce Trailhead",1640
28958,"Vue.js Framework",9,"MIT OpenCourseWare",739
28959,"Keras Neural Networks",10,"Stanford Online",3342
28960,"WebRTC Development",5,"MIT OpenCourseWare",9151
28961,"Network Security",10,"Udacity",904
28962,"Apache Kafka Streaming",20,"AWS Training",14676
28963,"Robotics Programming",6,"IBM Skills",4808
28964,"Swift Programming",8,"HubSpot Academy",10630
28965,"Docker and Kubernetes",16,"LinkedIn Learning",10233
28966,"Game Development",19,"HubSpot Academy",6742
28967,"API Development and Integration",11,"Cisco Networking Academy",14735
28968,"Serverless Computing",10,"Harvard Online",16956
28969,"RabbitMQ Messaging",6,"Facebook Blueprint",16391
28970,"Functional Programming",5,"IBM Skills",589
28971,"Jenkins CI/CD",6,"IBM Skills",9933
28972,"Cybersecurity Essentials",3,"MIT OpenCourseWare",3395
28973,"Ethereum Smart Contracts",11,"Udemy",15641
28974,"MongoDB Database",8,"AWS Training",12206
28975,"Data Visualization",50,"AWS Training",10169
28976,"FastAPI Development",32,"Udemy",16168
28977,"Flutter Cross-Platform",15,"edX",212
28978,"Flask Development",14,"Skillshare",4149
28979,"Digital Forensics",6,"Harvard Online",1513
28980,"Go Programming",12,"FreeCodeCamp",4719
28981,"Data Visualization",17,"AWS Training",1227
28982,"5G Technology",19,"Coursera",10594
28983,"Cryptography Fundamentals",4,"Google Developers",10963
28984,"Backup Solutions",38,"Codecademy",4851
28985,"SIEM Solutions",12,"CompTIA",11325
28986,"Penetration Testing",30,"Khan Academy",6632
28987,"C# and .NET Framework",4,"Cisco Networking Academy",5241
28988,"UI/UX Design Principles",12,"Pluralsight",4531
28989,"PyTorch Programming",10,"Cisco Networking Academy",14129
28990,"Angular Development",11,"Udacity",16367
28991,"Solidity Programming",14,"HubSpot Academy",12557
28992,"Google Cloud Platform",16,"Salesforce Trailhead",11953
28993,"Code Review Best Practices",4,"HubSpot Academy",12504
28994,"3D Modeling and Animation",12,"FreeCodeCamp",12750
28995,"API Documentation",19,"AWS Training",467
28996,"Virtual Reality Development",4,"Cisco Networking Academy",10764
28997,"Puppet Configuration",18,"Coursera",5610
28998,"Intrusion Detection Systems",12,"LinkedIn Learning",19352
28999,"Linux System Administration",10,"Codecademy",460
29000,"Unity Game Engine",13,"Harvard Online",5650
29001,"Spring Boot",5,"Khan Academy",11502
29002,"Computer Vision",9,"Khan Academy",19448
29003,"Penetration Testing",4,"Stanford Online",8084
29004,"Azure Cloud Services",7,"FreeCodeCamp",6719
29005,"React.js Development",33,"edX",19684
29006,"Quantum Computing",7,"Microsoft Learn",19940
29007,"Edge Computing",15,"Udemy",13859
29008,"Edge Computing",7,"Udacity",337
29009,"Network Security",3,"Pluralsight",14259
29010,"Augmented Reality",13,"Salesforce Trailhead",15889
29011,"SIEM Solutions",19,"MIT OpenCourseWare",18078
29012,"Internet of Things (IoT)",49,"Stanford Online",18233
29013,"Ansible Automation",38,"DataCamp",14772
29014,"Competitive Programming",11,"DataCamp",16283
29015,"Docker and Kubernetes",7,"LinkedIn Learning",9342
29016,"Spring Boot",11,"Facebook Blueprint",474
29017,"Python Data Analysis",3,"HubSpot Academy",18589
29018,"PHP Web Development",14,"Facebook Blueprint",19074
29019,"Big Data Analytics",10,"Udemy",7293
29020,"Angular Development",6,"edX",16951
29021,"Embedded Systems",5,"Google Developers",2785
29022,"Blockchain Development",18,"Khan Academy",4792
