ba_ID,ex_ID,BatchExamDate
359,519,3/19/2009
359,1431,12/5/2008
359,3486,4/25/2009
360,31,2/7/2009
360,1736,5/19/2009
360,3496,4/14/2009
360,4397,11/2/2008
360,4466,2/19/2009
360,53,12/28/2008
360,953,6/27/2009
360,2841,10/31/2008
360,2490,4/10/2009
360,983,1/18/2009
360,450,11/17/2008
361,544,12/13/2008
361,1273,11/22/2008
361,1514,3/4/2009
361,2386,12/22/2008
361,2787,6/18/2009
361,2953,12/7/2008
361,3006,2/19/2009
361,3081,3/11/2009
361,3313,10/3/2008
361,3899,3/12/2009
361,4813,1/1/2009
362,1331,6/23/2009
362,1763,2/21/2009
362,2079,12/17/2008
362,2277,5/27/2009
362,2677,3/10/2009
362,3821,5/5/2009
362,4294,10/22/2008
362,4388,2/1/2009
362,4499,11/20/2008
362,1609,5/14/2009
362,2646,6/6/2009
362,4083,5/23/2009
362,630,5/3/2009
362,1362,12/8/2008
362,3243,1/20/2009
363,2418,10/22/2008
363,2527,12/26/2008
363,4306,3/24/2009
363,4469,1/31/2009
363,726,12/4/2008
363,1917,5/6/2009
364,170,2/7/2009
364,251,3/1/2009
364,2204,5/9/2009
364,2207,6/6/2009
364,2383,12/9/2008
364,2693,6/2/2009
364,3303,12/17/2008
365,110,10/26/2008
365,651,12/11/2008
365,656,12/30/2008
365,1013,5/26/2009
365,2213,5/28/2009
365,3215,7/1/2009
365,3305,2/25/2009
365,4149,12/24/2008
365,4450,11/20/2008
365,4803,10/13/2008
366,788,6/1/2009
366,1431,1/2/2009
366,2286,5/14/2009
366,3306,10/17/2008
366,3730,12/26/2008
366,3909,2/5/2009
366,3928,4/3/2009
366,4409,10/7/2008
367,579,2/4/2009
367,676,1/20/2009
367,1623,11/5/2008
367,2471,4/4/2009
367,2814,12/4/2008
367,4591,10/31/2008
367,4733,4/27/2009
367,2276,11/21/2008
367,2772,4/5/2009
367,2480,11/1/2008
368,2739,4/2/2010
368,1122,2/21/2010
368,368,2/2/2010
368,1720,3/27/2010
368,3910,3/25/2010
368,1216,10/21/2009
368,334,6/16/2010
368,411,4/6/2010
368,4524,10/1/2009
369,1367,10/15/2009
369,1546,1/3/2010
369,2658,2/26/2010
369,3023,5/1/2010
369,3956,12/1/2009
369,4434,3/9/2010
370,17,5/5/2010
370,1121,11/8/2009
370,1140,5/27/2010
370,3613,10/14/2009
370,1261,10/24/2009
370,1452,5/13/2010
370,4097,4/30/2010
370,931,1/19/2010
370,790,1/6/2010
370,1785,5/5/2010
370,1208,5/7/2010
371,573,3/27/2010
371,1104,3/15/2010
371,1234,6/17/2010
371,1796,10/13/2009
371,2259,5/28/2010
371,2469,4/25/2010
371,3703,3/5/2010
371,4182,1/13/2010
371,1745,5/7/2010
372,359,2/16/2010
372,809,3/24/2010
372,3844,4/6/2010
372,3122,1/16/2010
372,4811,4/2/2010
372,2860,4/6/2010
372,4775,12/29/2009
373,88,5/12/2010
373,366,11/30/2009
373,700,6/9/2010
373,1006,3/7/2010
373,1879,10/22/2009
374,410,10/4/2009
374,1103,11/30/2009
374,3122,3/8/2010
374,3448,4/6/2010
374,3931,3/19/2010
374,3149,10/2/2009
374,838,4/26/2010
374,2977,2/8/2010
374,1429,1/2/2010
374,4126,2/10/2010
374,3373,1/4/2010
374,522,12/23/2009
374,3525,4/17/2010
375,527,3/23/2010
375,1064,5/25/2010
375,1113,4/9/2010
375,1731,5/16/2010
375,2127,1/18/2010
375,2534,2/8/2010
375,3037,12/28/2009
375,3062,12/18/2009
375,3596,12/21/2009
375,3605,12/1/2009
375,3798,3/26/2010
375,4538,6/15/2010
375,4872,12/11/2009
376,24,10/2/2009
376,2306,3/3/2010
376,2365,4/22/2010
376,4754,6/23/2010
376,1602,6/5/2010
376,1947,10/24/2009
376,1634,3/19/2010
377,290,2/28/2010
377,1012,4/28/2010
377,1578,11/12/2009
377,2373,2/18/2010
377,2443,10/21/2009
377,2710,6/1/2010
377,2986,1/4/2010
377,3439,3/4/2010
377,3914,12/15/2009
377,4073,3/25/2010
377,4312,11/8/2009
377,2847,2/9/2010
377,2252,6/19/2010
377,985,10/30/2009
377,1173,12/19/2009
378,1398,4/5/2010
378,1824,2/20/2010
378,4870,10/18/2009
378,899,5/30/2010
378,4827,11/15/2009
378,2754,11/29/2009
378,2457,4/4/2010
378,3248,12/31/2009
378,820,3/3/2010
378,2998,1/31/2010
378,3935,2/26/2010
378,1558,6/29/2010
378,3059,10/18/2009
378,8,3/20/2010
378,180,6/12/2010
379,1899,1/5/2010
379,3133,2/16/2010
379,4497,10/14/2009
379,44,12/31/2009
379,1497,10/30/2009
379,2755,11/25/2009
379,4596,6/16/2010
379,1861,12/30/2009
379,4492,5/2/2010
379,3120,2/18/2010
379,4060,5/26/2010
379,4140,5/7/2010
379,1791,2/12/2010
379,583,3/20/2010
380,80,4/17/2010
380,630,4/4/2010
380,1118,1/4/2010
380,1877,10/29/2009
380,2268,11/8/2009
380,2353,3/25/2010
380,2448,10/14/2009
380,2745,10/27/2009
380,2901,12/30/2009
380,3671,11/18/2009
381,2005,3/27/2010
381,3089,3/16/2010
381,3658,7/1/2010
381,3686,5/11/2010
381,1725,11/15/2009
381,3584,2/4/2010
381,447,5/30/2010
381,3919,11/2/2009
381,2701,3/24/2010
381,3142,4/1/2010
381,3737,1/16/2010
381,1833,3/21/2010
382,2070,12/18/2009
382,2701,3/29/2010
382,2702,4/27/2010
382,3124,6/10/2010
382,4157,2/6/2010
382,3042,12/29/2009
382,2033,12/27/2009
382,3277,2/16/2010
382,2017,2/6/2010
382,2184,10/15/2009
382,3265,5/20/2010
382,2835,12/22/2009
382,3783,2/5/2010
383,868,1/6/2010
383,2076,4/5/2010
383,3084,4/7/2010
383,3668,1/4/2010
383,4824,11/29/2009
383,344,12/5/2009
383,4441,12/18/2009
383,379,11/15/2009
384,440,2/24/2010
384,2682,11/5/2009
384,2740,3/26/2010
384,3166,1/12/2010
384,3864,11/1/2009
384,1160,6/17/2010
384,4802,5/20/2010
384,47,12/26/2009
384,625,4/9/2010
384,1274,10/11/2009
384,3846,1/15/2010
384,1934,4/21/2010
385,761,3/31/2010
385,2019,5/26/2010
385,3731,2/27/2010
385,4173,2/11/2010
385,1275,5/24/2010
385,4264,3/18/2010
385,3800,1/1/2010
385,4798,3/13/2010
385,2291,5/16/2010
385,3270,10/17/2009
385,2633,12/8/2009
385,2121,3/20/2010
386,89,12/7/2009
386,1039,1/25/2010
386,2855,4/12/2010
386,2910,6/12/2010
386,2933,6/10/2010
386,3491,1/2/2010
386,3654,1/14/2010
386,3915,3/10/2010
386,4437,6/11/2010
386,548,5/3/2010
386,2920,12/8/2009
386,1042,6/22/2010
386,2927,1/24/2010
387,580,2/3/2010
387,733,11/17/2009
387,931,2/5/2010
387,950,11/18/2009
387,1965,3/28/2010
387,2482,5/17/2010
387,2994,4/27/2010
387,4059,2/11/2010
387,4087,12/30/2009
387,4105,10/8/2009
387,4686,11/24/2009
387,3035,10/5/2009
387,2170,3/11/2010
388,889,3/22/2010
388,929,5/28/2010
388,1265,1/14/2010
388,1435,11/7/2009
388,2811,5/22/2010
388,2820,10/8/2009
388,4786,1/6/2010
388,497,6/21/2010
388,4167,2/14/2010
389,143,12/29/2009
389,597,5/21/2010
389,1278,6/29/2010
389,1321,11/6/2009
389,1559,1/5/2010
389,2282,5/24/2010
389,2728,1/25/2010
389,2869,11/24/2009
389,2922,6/21/2010
389,3143,10/19/2009
389,3333,11/27/2009
389,3611,5/30/2010
389,4846,2/6/2010
390,565,10/29/2009
390,752,5/20/2010
390,791,11/29/2009
390,1689,12/15/2009
390,2844,3/17/2010
390,2856,11/12/2009
390,3541,1/4/2010
390,2080,12/4/2009
390,2636,5/20/2010
390,644,1/18/2010
390,3070,5/19/2010
390,730,6/23/2010
390,3978,6/23/2010
391,16,3/7/2010
391,382,6/10/2010
391,552,6/9/2010
391,613,6/1/2010
391,746,10/30/2009
391,1653,2/12/2010
391,2206,5/25/2010
391,3967,12/10/2009
391,4789,10/14/2009
391,477,5/22/2010
391,1169,6/30/2010
391,467,10/29/2009
391,3043,11/25/2009
392,793,2/18/2010
392,1078,7/1/2010
392,1201,12/3/2009
392,1728,12/22/2009
392,2804,12/30/2009
392,3875,5/2/2010
392,4062,1/31/2010
392,2225,10/26/2009
392,1471,2/5/2010
392,3304,6/28/2010
392,1556,5/23/2010
392,1349,1/7/2010
392,1522,1/12/2010
392,3065,3/12/2010
392,4846,10/29/2009
393,228,6/2/2011
393,1403,6/14/2011
393,1590,2/15/2011
393,2054,5/4/2011
393,3211,1/14/2011
393,3424,2/17/2011
393,4082,11/19/2010
393,4553,10/7/2010
394,2592,4/13/2011
394,4654,11/27/2010
394,4765,12/24/2010
394,1185,10/24/2010
394,3427,6/27/2011
394,4653,4/16/2011
394,2397,1/7/2011
394,2107,4/17/2011
394,2340,3/17/2011
394,1054,6/21/2011
395,501,6/1/2011
395,1485,11/3/2010
395,1573,5/19/2011
395,437,11/24/2010
395,161,2/10/2011
395,3028,12/27/2010
395,1308,1/3/2011
395,2855,2/27/2011
395,4252,2/27/2011
395,2460,2/2/2011
395,2404,10/12/2010
395,558,4/3/2011
396,149,10/7/2010
396,1281,2/20/2011
396,1373,5/15/2011
396,1604,3/3/2011
396,1888,12/10/2010
396,2544,5/8/2011
396,3136,3/19/2011
396,3383,6/9/2011
396,3652,5/28/2011
396,3662,1/27/2011
396,4864,1/28/2011
397,259,3/3/2011
397,489,3/11/2011
397,619,5/4/2011
397,1018,12/9/2010
397,1024,10/5/2010
397,1068,2/18/2011
397,2296,1/24/2011
397,4351,11/27/2010
397,4061,4/6/2011
397,3955,11/16/2010
398,108,3/22/2011
398,892,4/13/2011
398,1698,3/13/2011
398,1923,12/2/2010
398,2589,6/13/2011
398,2813,3/13/2011
398,3459,5/20/2011
398,441,3/18/2011
398,854,12/19/2010
399,204,6/21/2011
399,283,7/1/2011
399,512,1/7/2011
399,776,5/18/2011
399,1188,10/10/2010
399,1935,5/29/2011
399,3032,10/7/2010
399,3171,10/13/2010
399,3399,3/18/2011
399,3262,12/22/2010
399,3573,2/27/2011
399,1663,1/31/2011
399,4030,1/21/2011
400,1696,6/23/2011
400,2391,5/23/2011
400,2904,4/10/2011
400,3353,1/28/2011
400,4459,5/27/2011
400,4766,4/14/2011
400,2477,10/22/2010
400,2136,3/15/2011
401,883,3/8/2011
401,1132,1/13/2011
401,1484,1/29/2011
401,1647,6/16/2011
401,2085,12/8/2010
401,4158,4/7/2011
401,4603,5/11/2011
401,960,5/24/2011
401,3895,6/9/2011
401,3223,4/16/2011
401,679,1/28/2011
401,3465,3/14/2011
401,2499,1/18/2011
401,1856,3/6/2011
402,313,10/25/2010
402,357,3/18/2011
402,1716,5/8/2011
402,2196,6/16/2011
402,2330,6/20/2011
402,2726,5/1/2011
402,2912,3/25/2011
402,3205,11/24/2010
402,3520,4/30/2011
403,1166,6/15/2011
403,1205,4/21/2011
403,1233,2/11/2011
403,2975,11/5/2010
403,3100,2/27/2011
403,3940,1/9/2011
404,784,12/12/2010
404,1105,11/17/2010
404,1572,2/28/2011
404,1912,10/6/2010
404,2540,2/10/2011
404,3141,12/27/2010
404,4009,3/9/2011
405,923,2/15/2011
405,2229,12/23/2010
405,4196,4/1/2011
405,4548,11/3/2010
406,997,1/19/2011
406,1177,12/5/2010
406,1249,2/7/2011
406,3004,5/7/2011
406,3993,11/5/2010
406,2338,11/23/2010
406,3700,2/21/2011
406,4478,5/13/2011
406,1930,4/3/2011
406,3047,10/31/2010
406,3573,4/12/2011
406,3917,11/26/2010
406,1868,1/31/2011
407,300,12/15/2010
407,668,2/10/2011
407,1436,3/25/2011
407,1593,5/7/2011
407,2308,1/26/2011
407,2766,5/23/2011
407,2854,11/10/2010
407,3227,3/17/2011
407,4086,2/4/2011
407,4241,5/23/2011
408,45,5/2/2011
408,615,10/1/2010
408,731,3/11/2011
408,888,7/1/2011
408,1284,11/7/2010
408,1312,1/31/2011
408,1518,6/6/2011
408,3284,10/25/2010
408,4101,12/24/2010
408,4332,2/10/2011
408,1511,12/8/2010
408,2515,10/16/2010
408,3053,1/29/2011
408,2248,2/16/2011
408,3242,6/19/2011
409,367,3/5/2011
409,824,1/4/2011
409,1346,11/22/2010
409,1833,11/17/2010
409,3153,10/15/2010
409,3961,4/12/2011
409,4055,3/8/2011
409,1965,11/9/2010
409,1844,5/19/2011
409,3337,5/21/2011
410,61,6/17/2011
410,2119,4/30/2011
410,2348,4/8/2011
410,4257,11/26/2010
410,4285,6/11/2011
410,4755,3/5/2011
411,559,6/9/2011
411,3933,12/15/2010
411,4207,4/22/2011
411,4879,1/7/2011
411,4801,11/4/2010
411,2283,10/18/2010
411,4476,6/6/2011
411,3275,3/31/2011
411,3277,4/27/2011
411,4347,5/2/2011
412,350,12/20/2010
412,1457,12/7/2010
412,2642,10/13/2010
412,4049,11/7/2010
413,426,4/9/2011
413,2139,1/17/2011
413,4313,1/1/2011
413,4516,12/3/2010
413,3124,3/19/2011
413,1443,1/12/2011
413,1714,3/23/2011
413,3689,1/11/2011
413,2825,1/14/2011
414,623,4/23/2011
414,1313,1/15/2011
414,1892,11/5/2010
414,2265,1/27/2011
414,3140,5/3/2011
414,3188,12/3/2010
414,4362,4/22/2011
414,274,3/13/2011
415,63,10/25/2010
415,140,1/5/2011
415,272,4/2/2011
415,464,1/21/2011
415,2524,6/1/2011
415,3219,6/26/2011
415,1039,12/21/2010
415,4521,11/9/2010
415,1241,3/31/2011
415,4395,12/8/2010
415,4578,12/24/2010
415,318,11/3/2010
415,3183,5/11/2011
416,238,12/11/2010
416,611,2/21/2011
416,838,1/28/2011
416,2723,6/13/2011
416,3538,11/19/2010
416,4642,2/6/2011
416,4873,10/23/2010
416,3557,4/2/2011
416,13,10/19/2010
416,3313,12/30/2010
416,4064,4/7/2011
416,4216,6/22/2011
416,366,11/26/2010
416,3126,1/4/2011
416,1878,2/13/2011
417,302,4/22/2011
417,316,12/24/2010
417,789,4/28/2011
417,1060,10/5/2010
417,2074,12/3/2010
417,2236,5/9/2011
417,3817,4/15/2011
417,4100,11/6/2010
418,913,6/5/2012
418,1080,6/5/2012
418,2654,12/27/2011
418,4420,12/25/2011
418,4454,10/21/2011
419,818,1/3/2012
419,1624,3/2/2012
419,2503,6/7/2012
419,3223,5/13/2012
419,3384,1/13/2012
419,3466,3/12/2012
419,3738,11/19/2011
419,4565,4/2/2012
420,185,1/24/2012
420,1075,3/27/2012
420,2839,5/8/2012
420,3743,1/4/2012
420,4171,6/3/2012
420,4255,2/20/2012
420,4301,10/24/2011
420,713,10/30/2011
420,1110,2/20/2012
420,858,5/8/2012
420,467,3/9/2012
421,1138,6/9/2012
421,2069,2/14/2012
421,2925,12/10/2011
421,3038,3/23/2012
421,3072,5/10/2012
421,3134,5/9/2012
421,4085,5/1/2012
421,4183,2/22/2012
421,1520,10/23/2011
421,2959,4/28/2012
421,577,2/28/2012
421,2880,3/3/2012
421,1708,4/4/2012
421,2553,2/17/2012
421,4220,5/18/2012
422,875,2/17/2012
422,3144,5/21/2012
422,3650,12/19/2011
422,3921,5/24/2012
422,4616,4/30/2012
422,2922,12/15/2011
422,1775,1/11/2012
422,3466,11/7/2011
422,3706,6/23/2012
422,4311,6/21/2012
422,4444,5/25/2012
422,3726,1/7/2012
422,2488,1/4/2012
422,1558,6/3/2012
423,454,3/17/2012
423,2576,10/2/2011
423,3146,5/8/2012
423,3694,12/10/2011
423,3864,6/28/2012
423,4063,5/26/2012
423,797,2/23/2012
424,103,5/30/2012
424,431,12/29/2011
424,1323,12/3/2011
424,2553,2/5/2012
424,2987,12/23/2011
424,4161,4/10/2012
425,390,4/16/2012
425,1197,12/4/2011
425,2339,11/15/2011
425,3091,3/23/2012
425,4185,6/7/2012
425,2976,11/8/2011
425,2240,1/11/2012
425,2273,2/2/2012
425,3723,10/12/2011
425,2116,2/14/2012
426,323,3/19/2012
426,1065,3/5/2012
426,1073,1/16/2012
426,1184,3/23/2012
426,1878,6/14/2012
426,2560,10/24/2011
426,3847,10/21/2011
426,2378,12/22/2011
426,2334,3/14/2012
426,1556,2/28/2012
427,312,4/11/2012
427,2081,5/3/2012
427,2389,11/27/2011
427,2498,12/25/2011
427,3347,10/1/2011
427,3539,11/10/2011
427,2555,2/20/2012
427,3351,11/5/2011
427,1157,4/27/2012
427,2565,10/16/2011
427,3600,6/27/2012
428,4547,2/27/2012
428,4750,12/4/2011
428,3720,2/23/2012
428,4135,10/15/2011
428,4028,6/8/2012
428,248,2/10/2012
428,1838,10/25/2011
428,893,12/4/2011
428,38,1/3/2012
428,4559,6/3/2012
428,1561,10/30/2011
429,1167,2/17/2012
429,2785,10/3/2011
429,3936,5/15/2012
429,4163,6/18/2012
429,2556,4/8/2012
429,314,4/16/2012
429,3582,2/8/2012
429,2321,3/3/2012
429,4246,1/17/2012
429,4805,3/26/2012
429,4617,4/11/2012
430,477,3/26/2012
430,1503,4/19/2012
430,1986,1/15/2012
430,2063,6/27/2012
430,3160,5/27/2012
430,1910,5/2/2012
430,2418,1/25/2012
430,139,12/24/2011
430,2785,12/16/2011
430,3250,6/15/2012
431,452,2/9/2012
431,945,3/20/2012
431,1444,5/28/2012
431,1785,11/5/2011
431,1832,2/8/2012
431,3630,4/5/2012
432,324,5/10/2012
432,370,6/25/2012
432,1685,12/8/2011
432,2186,11/24/2011
432,2435,1/13/2012
432,2704,6/7/2012
432,2760,3/20/2012
432,3579,2/21/2012
432,4005,1/12/2012
432,4518,3/18/2012
433,255,2/13/2012
433,1089,2/25/2012
433,1392,3/6/2012
433,1940,2/25/2012
433,2077,3/17/2012
433,2473,10/23/2011
433,4095,11/13/2011
433,4251,2/22/2012
434,1998,3/3/2012
434,2349,6/22/2012
434,2663,12/4/2011
434,2929,4/13/2012
434,4275,4/16/2012
434,4633,6/15/2012
434,2401,10/27/2011
434,4664,11/24/2011
434,1702,1/30/2012
434,88,5/31/2012
435,1045,11/2/2011
435,1115,1/24/2012
435,2501,5/20/2012
435,2517,6/5/2012
435,2644,1/9/2012
435,2779,5/19/2012
435,2842,6/22/2012
435,2954,5/29/2012
435,3583,10/10/2011
435,3888,3/24/2012
435,4015,1/2/2012
435,4566,1/22/2012
435,4599,12/16/2011
435,4742,3/12/2012
436,1579,6/7/2012
436,4014,1/31/2012
436,4699,5/2/2012
436,3841,5/16/2012
436,2899,4/26/2012
436,1422,2/6/2012
436,79,10/16/2011
436,3972,2/13/2012
436,3100,5/21/2012
437,542,11/6/2011
437,2996,11/7/2011
437,3800,11/1/2011
437,894,3/11/2012
437,3271,4/11/2012
437,4094,1/13/2012
437,155,10/13/2011
437,2069,6/10/2012
437,1851,1/29/2012
437,2252,12/2/2011
438,549,10/9/2011
438,574,5/17/2012
438,1437,3/8/2012
438,3495,6/18/2012
438,3744,1/17/2012
438,818,5/13/2012
438,1131,5/22/2012
438,2503,4/23/2012
438,2566,2/13/2012
438,1538,10/10/2011
438,478,11/16/2011
438,2572,6/27/2012
438,987,5/23/2012
438,314,11/28/2011
438,4859,4/9/2012
439,2006,11/30/2011
439,4755,2/5/2012
439,4453,1/21/2012
439,450,10/11/2011
439,2327,2/15/2012
439,2099,10/15/2011
440,586,5/30/2012
440,2285,12/15/2011
440,2999,10/19/2011
440,4042,4/18/2012
440,4050,12/6/2011
440,4594,3/19/2012
440,1226,4/4/2012
440,3628,6/29/2012
440,1238,5/12/2012
440,794,2/11/2012
440,4858,10/13/2011
440,3347,6/9/2012
440,2154,10/10/2011
441,696,3/13/2012
441,983,1/17/2012
441,1159,10/12/2011
441,1526,1/14/2012
441,3104,3/1/2012
441,4436,2/26/2012
441,4470,12/27/2011
441,4600,4/6/2012
442,126,4/17/2012
442,588,12/7/2011
442,1257,12/9/2011
442,2474,3/28/2012
442,3848,5/19/2012
442,581,4/8/2012
442,3759,11/9/2011
442,572,12/10/2011
443,356,6/8/2013
443,603,5/18/2013
443,669,5/21/2013
443,1589,10/21/2012
443,1721,5/4/2013
443,1933,3/1/2013
443,2158,2/12/2013
443,4586,1/27/2013
443,4783,12/2/2012
444,466,4/24/2013
444,575,3/17/2013
444,1316,3/27/2013
444,427,6/3/2013
444,4424,12/22/2012
444,4723,5/3/2013
444,1671,5/16/2013
444,1071,1/28/2013
444,2984,12/22/2012
444,3256,1/23/2013
444,2358,11/14/2012
445,167,3/16/2013
445,236,3/2/2013
445,581,10/27/2012
445,1272,1/31/2013
445,1330,4/12/2013
445,1416,2/4/2013
445,559,4/17/2013
445,2922,5/19/2013
445,4784,10/15/2012
445,1794,4/30/2013
446,11,3/20/2013
446,792,2/14/2013
446,1389,6/19/2013
446,1515,5/27/2013
446,2242,12/4/2012
446,1985,2/10/2013
446,1189,4/6/2013
446,164,2/13/2013
446,165,1/21/2013
447,91,10/26/2012
447,1805,5/22/2013
447,1838,12/16/2012
447,2600,6/18/2013
448,158,6/26/2013
448,1341,2/28/2013
448,2091,1/10/2013
448,2253,6/29/2013
448,2876,10/24/2012
448,4366,4/8/2013
448,4854,4/6/2013
448,4255,5/28/2013
449,336,6/2/2013
449,814,10/27/2012
449,905,5/18/2013
449,1029,2/19/2013
449,1886,2/8/2013
449,2993,2/10/2013
449,3887,10/9/2012
449,4704,1/31/2013
449,4859,1/14/2013
449,1256,5/23/2013
449,4531,3/31/2013
449,3934,2/2/2013
450,786,4/20/2013
450,1381,2/18/2013
450,2436,5/31/2013
450,2632,3/7/2013
450,3269,5/23/2013
450,3581,6/20/2013
450,4210,1/19/2013
450,4395,5/17/2013
450,3849,1/25/2013
450,3530,5/6/2013
450,3008,3/20/2013
450,3728,2/23/2013
450,2986,12/28/2012
450,4537,6/26/2013
451,79,11/29/2012
451,274,4/2/2013
451,639,11/20/2012
451,1560,12/22/2012
451,2216,5/4/2013
451,2747,2/26/2013
451,3553,3/12/2013
451,3739,1/14/2013
452,823,6/8/2013
452,1701,3/9/2013
452,1978,3/1/2013
452,3083,12/23/2012
452,3819,2/19/2013
452,4395,3/2/2013
452,4663,3/27/2013
452,3046,3/4/2013
452,1356,5/24/2013
452,3774,10/25/2012
452,4374,11/23/2012
452,4502,10/31/2012
452,445,6/27/2013
453,237,3/13/2013
453,966,12/7/2012
453,1690,11/11/2012
453,2965,3/3/2013
453,3873,2/2/2013
453,1602,6/11/2013
453,4710,3/16/2013
453,3116,3/9/2013
453,4103,2/6/2013
453,4313,5/31/2013
453,4774,12/29/2012
453,1850,3/15/2013
454,1842,5/28/2013
454,3726,12/11/2012
454,4610,6/22/2013
455,582,1/6/2013
455,1867,1/1/2013
455,4017,1/20/2013
455,4066,5/12/2013
455,4405,3/9/2013
455,4712,3/21/2013
456,244,11/29/2012
456,1143,11/30/2012
456,3128,3/17/2013
456,390,11/26/2012
457,289,11/16/2012
457,453,12/12/2012
457,1081,4/26/2013
457,1248,4/11/2013
458,956,6/18/2013
458,3066,4/15/2013
458,4773,2/27/2013
458,1373,4/3/2013
458,4255,6/17/2013
458,354,12/29/2012
458,4143,3/5/2013
458,4428,12/16/2012
459,939,1/27/2013
459,1294,1/29/2013
459,3021,6/9/2013
459,3135,12/10/2012
459,4134,6/7/2013
459,4494,1/3/2013
459,4636,5/13/2013
459,4696,6/29/2013
460,35,10/4/2012
460,916,4/1/2013
460,1211,5/7/2013
460,1558,1/21/2013
460,2197,10/23/2012
460,2497,4/12/2013
460,2805,1/21/2013
460,3410,10/30/2012
461,100,5/14/2013
461,138,1/2/2013
461,293,2/22/2013
461,672,10/11/2012
461,1230,3/8/2013
461,1677,1/13/2013
461,1997,3/17/2013
461,2826,4/1/2013
461,2863,12/22/2012
461,3607,3/3/2013
461,3754,6/11/2013
461,4523,11/23/2012
462,833,10/31/2012
462,1507,10/9/2012
462,1665,3/3/2013
462,1800,6/17/2013
462,2022,10/8/2012
462,2468,5/7/2013
462,3360,3/14/2013
462,999,5/11/2013
462,2665,6/20/2013
462,1620,12/25/2012
462,2858,1/27/2013
462,243,5/26/2013
462,194,10/28/2012
462,801,5/9/2013
463,505,11/13/2012
463,1534,1/19/2013
463,2769,12/16/2012
463,3316,5/15/2013
463,4667,4/27/2013
463,1694,11/1/2012
463,3642,12/17/2012
463,1547,6/11/2013
463,3093,11/25/2012
463,3311,5/9/2013
464,137,5/21/2013
464,2447,12/31/2012
464,2797,5/16/2013
464,2906,1/14/2013
464,4210,3/30/2013
464,4572,10/6/2012
464,2190,4/28/2013
464,3496,2/25/2013
465,487,6/7/2013
465,3157,1/27/2013
465,3158,2/17/2013
465,3320,10/8/2012
465,2048,4/25/2013
465,4115,6/6/2013
466,32,2/28/2013
466,2185,2/8/2013
466,2409,5/6/2013
466,2451,5/24/2013
466,2514,12/3/2012
466,3574,11/17/2012
466,3882,6/7/2013
466,4445,6/30/2013
466,3093,1/14/2013
466,1515,10/22/2012
466,4161,2/18/2013
466,1899,12/8/2012
466,850,1/8/2013
467,26,2/13/2013
467,142,12/5/2012
467,226,2/26/2013
467,702,5/20/2013
467,982,4/22/2013
467,1532,4/28/2013
467,1950,3/15/2013
467,4468,11/1/2012
467,4511,4/15/2013
468,201,1/15/2014
468,1221,11/19/2013
468,1784,10/8/2013
468,2328,2/15/2014
468,2432,5/16/2014
468,2707,2/12/2014
468,2737,12/23/2013
468,2870,10/27/2013
469,1344,4/13/2014
469,1934,5/2/2014
469,3805,6/9/2014
469,4418,5/14/2014
469,2319,3/20/2014
469,2032,11/25/2013
469,1991,11/6/2013
469,3487,5/22/2014
469,1026,11/13/2013
470,592,2/5/2014
470,2228,1/22/2014
470,3415,3/4/2014
470,3555,1/12/2014
470,3267,12/27/2013
470,2563,4/28/2014
470,1112,11/14/2013
470,3163,1/10/2014
470,4270,5/21/2014
470,2096,1/2/2014
470,700,4/17/2014
470,3954,6/7/2014
470,175,3/8/2014
471,1412,3/15/2014
471,3747,10/26/2013
471,3898,2/1/2014
471,4745,12/10/2013
472,742,4/27/2014
472,1077,5/19/2014
472,2921,2/16/2014
472,3525,1/1/2014
472,4016,3/4/2014
472,4850,2/1/2014
472,4875,3/9/2014
472,961,11/6/2013
472,1287,11/11/2013
472,1520,11/8/2013
472,3758,5/17/2014
472,4280,6/27/2014
472,304,6/22/2014
472,2629,11/23/2013
473,1496,6/25/2014
473,1506,6/27/2014
473,2082,3/18/2014
473,2964,6/23/2014
473,2029,10/30/2013
473,4506,2/1/2014
474,174,2/14/2014
474,179,6/24/2014
474,779,12/17/2013
474,1836,10/15/2013
474,2567,6/8/2014
474,3599,5/1/2014
474,3281,5/15/2014
474,3347,4/26/2014
474,4210,5/4/2014
474,2471,4/9/2014
474,4699,1/2/2014
474,2225,5/1/2014
474,4694,2/19/2014
475,2157,1/3/2014
475,4609,2/19/2014
475,2425,12/20/2013
475,470,2/20/2014
475,383,1/18/2014
475,1024,10/22/2013
475,3989,4/7/2014
475,1065,5/30/2014
475,1385,10/7/2013
475,2692,11/29/2013
475,2094,4/26/2014
475,3262,10/9/2013
475,136,2/5/2014
475,135,2/24/2014
475,3685,6/21/2014
476,643,3/19/2014
476,2293,5/10/2014
476,2311,5/3/2014
476,2895,3/29/2014
476,2939,12/12/2013
476,3874,6/22/2014
476,4703,3/6/2014
477,811,4/11/2014
477,1459,2/7/2014
477,1937,1/13/2014
477,2959,5/31/2014
477,2963,6/22/2014
477,4153,12/10/2013
477,4643,5/14/2014
477,3224,11/8/2013
477,3656,2/6/2014
477,4809,1/29/2014
478,30,5/4/2014
478,1439,1/15/2014
478,1675,10/15/2013
478,2354,1/8/2014
478,2442,11/6/2013
478,2618,11/22/2013
478,2934,1/30/2014
478,4357,12/2/2013
478,2473,12/30/2013
478,2644,5/25/2014
479,724,4/6/2014
479,1328,3/15/2014
479,2419,12/29/2013
479,3619,5/30/2014
